#         t          m          r          x          y          z         vx         vy         vz
   5428.570      2.458     13.910     31.450    240.380     52.010    142.110   -112.770    221.160
   5442.860      2.424     14.036     33.460    238.750     55.110    136.480   -116.170    214.390
   5457.140      2.147     12.339     35.340    237.090     58.090    132.400   -120.220    206.690
   5471.430      0.799      3.420     37.100    235.360     60.900    127.120   -123.960    200.170
   5485.710      0.746      3.566     38.870    233.580     63.660    121.970   -127.820    191.850
   5500.000      2.487     17.757     40.720    231.680     66.450    117.770   -131.770    184.220
   5514.290      2.807     20.432     42.410    229.790     69.050    113.350   -134.410    178.300
   5528.570      0.756      3.462     43.850    227.850     71.370    109.200   -138.080    171.520
   5542.860      2.461     18.193     45.460    225.860     74.010    104.520   -138.800    167.110
   5557.140      2.386     18.322     46.920    223.830     76.350    100.160   -142.150    160.550
   5571.430      0.999      4.614     48.170    221.840     78.350     94.280   -142.620    156.860
   5585.710      2.977     30.017     49.860    219.800     80.890     92.520   -143.840    149.410
   5600.000      0.337      0.965     50.750    217.720     82.580     86.220   -144.730    143.100
   5614.290      0.873      3.966     51.970    215.620     84.570     84.680   -147.110    136.940
   5628.570      0.834      3.714     53.140    213.530     86.480     80.900   -148.200    131.980
   5642.860      0.869      3.937     54.260    211.400     88.310     77.540   -149.660    128.600
   5657.140      0.299      0.990     55.330    209.230     90.060     74.720   -151.000    122.520
   5671.430      0.827      3.611     56.420    207.060     91.830     72.450   -154.510    118.310
   5685.710      0.815      3.565     57.420    204.870     93.500     68.970   -154.860    113.140
   5700.000      0.379      1.226     58.340    202.590     95.100     64.590   -156.800    109.990
   5714.290      0.342      1.022     59.280    200.350     96.690     62.870   -158.000    104.560
   5728.570      4.019     65.093     61.000    198.260     98.580     60.090   -159.130     99.540
   5742.860      4.011     62.559     61.840    195.950    100.040     58.050   -160.220     95.610
   5757.140      0.335      0.985     61.770    193.520    100.930     55.120   -161.240     90.540
   5771.430      0.376      1.097     62.530    191.210    102.190     50.750   -161.390     86.280
   5785.710      0.876      3.994     63.290    188.910    103.440     50.520   -162.110     81.850
   5800.000      1.011      5.047     64.000    186.580    104.610     45.530   -164.120     76.460
   5814.290      0.970      4.768     64.640    184.240    105.650     44.080   -162.680     71.320
   5828.570      0.870      4.343     65.280    181.890    106.650     41.500   -164.610     67.370
   5842.860      1.099      5.175     65.920    179.540    107.550     38.580   -166.940     61.720
   5857.140      1.001      4.528     66.430    177.140    108.440     33.820   -167.460     58.110
   5871.430      0.543      1.955     66.880    174.710    109.240     32.440   -168.240     52.540
   5885.710      0.390      1.227     67.320    172.290    109.960     29.350   -168.930     48.810
   5900.000      3.659     65.340     68.310    170.090    110.880     25.980   -168.190     43.160
   5914.290      0.449      1.382     68.070    167.510    111.230     22.800   -167.380     39.690
   5928.570      3.258     54.692     68.700    165.200    111.960     20.190   -167.590     36.580
   5942.860      0.994      4.859     68.690    162.750    112.280     17.700   -167.490     32.140
   5957.140      0.930      4.202     68.950    160.360    112.620     14.960   -167.670     25.670
   5971.430      3.580     66.110     69.640    158.110    113.370     13.180   -167.460     21.620
   5985.710      1.044      5.278     69.350    155.570    113.250      9.710   -169.500     17.560
   6000.000      3.415     69.843     69.910    153.200    113.750      6.920   -168.650     11.760
   6014.290      0.532      1.952     69.600    150.740    113.590      5.770   -167.410      6.360
   6028.570      3.512     72.828     70.280    148.530    114.120      3.330   -166.100      1.930
   6042.860      3.545     74.630     70.170    146.140    114.040      0.760   -166.420     -1.910
   6057.140      3.308     71.299     70.230    143.780    113.980     -3.460   -166.250     -6.120
   6071.430      1.149      5.537     69.680    141.260    113.500     -3.990   -166.220    -11.150
   6085.710      3.176     70.015     69.960    139.020    113.620     -8.160   -165.260    -16.180
   6100.000      3.834     86.235     70.190    136.630    113.580     -9.610   -163.670    -21.830
   6114.290      1.121      5.559     69.320    134.200    112.700    -13.140   -162.400    -26.270
   6128.570      3.025     64.893     69.410    131.980    112.520    -18.050   -161.730    -32.000
   6142.860      1.013      4.637     68.900    129.600    111.830    -18.610   -160.970    -36.440
   6157.140      3.453     77.408     69.030    127.380    111.600    -21.910   -159.820    -43.990
   6171.430      0.378      1.110     68.280    125.080    110.630    -24.780   -158.070    -48.990
   6185.710      0.959      4.488     67.920    122.800    109.850    -28.420   -158.730    -54.400
   6200.000      1.361      7.622     67.510    120.550    109.030    -29.550   -156.600    -60.300
   6214.290      0.418      1.415     67.140    118.320    108.210    -31.990   -155.320    -65.920
   6228.570      0.980      4.939     66.720    116.120    107.180    -34.680   -152.330    -72.620
   6242.860      0.416      1.339     66.240    113.970    106.130    -39.040   -149.790    -76.870
   6257.140      0.395      1.368     65.690    111.880    104.990    -42.300   -148.170    -84.700
   6271.430      0.415      1.369     65.060    109.780    103.720    -45.820   -144.480    -90.100
   6285.710      0.421      1.353     64.380    107.730    102.340    -47.000   -142.260    -98.360
   6300.000      1.296      7.445     63.580    105.640    100.830    -51.090   -140.180   -104.780
   6314.290      0.382      1.361     62.940    103.720     99.330    -53.930   -136.070   -111.680
   6328.570      1.033      5.059     62.130    101.780     97.690    -55.830   -132.030   -117.270
   6342.860      2.103     22.226     61.070     99.890     95.890    -60.170   -128.140   -124.230
   6357.140      1.141      5.743     60.370     98.090     94.110    -63.950   -125.640   -129.630
   6371.430      1.010      4.908     59.500     96.340     92.170    -67.640   -121.490   -138.470
   6385.710      2.054     19.386     58.350     94.570     90.260    -69.410   -117.930   -143.820
   6400.000      0.954      4.370     57.450     92.990     88.110    -71.400   -112.500   -149.570
   6414.290      1.270      7.156     56.450     91.400     85.890    -74.530   -107.950   -157.880
   6428.570      0.978      4.769     55.290     89.920     83.650    -76.690   -102.650   -162.530
   6442.860      0.965      5.027     54.210     88.480     81.260    -79.490    -98.450   -171.170
   6457.140      1.011      5.036     53.020     87.090     78.780    -82.260    -91.970   -175.760
   6471.430      1.067      5.640     51.830     85.830     76.220    -85.340    -84.620   -183.120
   6485.710      1.920     19.589     50.490     84.690     73.590    -85.520    -77.220   -189.010
   6500.000      0.451      1.438     49.380     83.650     70.880    -89.350    -71.800   -197.690
   6514.290      0.390      1.267     48.020     82.700     68.080    -94.310    -62.710   -203.350
   6528.570      0.388      1.244     46.700     81.860     65.140    -96.670    -55.240   -210.730
   6542.860      0.376      1.224     45.320     81.150     62.090    -98.600    -46.110   -217.150
   6557.140      0.388      1.242     43.870     80.570     58.950   -101.560    -35.980   -224.490
   6571.430      0.391      1.264     42.400     80.130     55.730   -102.210    -25.930   -228.470
   6585.710      0.499      1.658     40.950     79.850     52.390   -102.500    -13.600   -234.190
   6600.000      0.438      1.409     39.500     79.710     48.950   -104.080     -5.000   -241.000
   6614.290      0.389      1.259     38.010     79.720     45.490   -106.590      8.360   -244.010
   6628.570      0.420      1.405     36.480     79.910     41.940   -108.320     20.600   -249.580
   6642.860      0.422      1.407     34.930     80.310     38.350   -107.510     34.590   -254.370
   6657.140      0.430      1.403     33.330     80.910     34.690   -109.370     51.230   -255.080
   6671.430      0.421      1.395     31.770     81.780     31.050   -106.430     66.310   -257.530
   6685.710      0.425      1.392     30.210     82.830     27.330   -105.860     81.570   -258.570
   6700.000      1.076      5.069     28.660     84.120     23.670   -103.630     98.210   -256.800
   6714.290      1.073      5.159     27.160     85.640     20.000    -99.800    115.470   -253.700
   6728.570      1.062      5.052     25.800     87.390     16.350    -96.340    130.910   -250.760
   6742.860      1.029      4.895     24.460     89.400     12.810    -92.930    145.900   -246.950
   6757.140      1.022      4.907     23.140     91.590      9.350    -87.670    160.080   -237.670
   6771.430      1.047      5.444     21.930     93.960      6.040    -80.470    173.560   -228.560
   6785.710      1.043      5.413     20.800     96.530      2.820    -75.980    186.310   -217.880
   6800.000      2.053     21.541     19.820     99.270     -0.290    -67.880    195.810   -205.730
   6814.290      1.987     20.221     18.830    102.060     -3.100    -62.040    206.300   -190.750
   6828.570      1.964     20.535     18.020    105.100     -5.780    -55.680    213.510   -179.580
   6842.860      2.029     20.951     17.280    108.180     -8.190    -46.880    219.990   -164.870
   6857.140      1.108      5.776     16.600    111.410    -10.350    -39.600    224.780   -151.780
   6871.430      1.061      5.368     16.090    114.640    -12.420    -32.310    227.070   -139.230
   6885.710      1.100      5.414     15.720    117.910    -14.330    -24.980    230.790   -127.510
   6900.000      1.994     24.470     15.340    121.100    -16.180    -19.070    231.670   -111.320
   6914.290      1.104      5.526     15.160    124.510    -17.580    -14.310    231.160   -102.150
   6928.570      1.901     22.465     15.000    127.730    -19.150     -8.120    231.370    -89.830
   6942.860      2.089     23.708     14.880    131.040    -20.290     -2.050    228.970    -78.150
   6957.140      2.086     22.676     14.840    134.310    -21.380      1.770    226.120    -67.090
   6971.430      1.089      5.387     15.040    137.550    -22.080      8.330    222.460    -57.610
   6985.710      1.968     22.464     15.150    140.660    -22.930     13.570    219.960    -47.160
   7000.000      1.080      6.064     15.510    143.850    -23.440     19.790    216.550    -37.550
   7014.290      1.079      5.766     15.760    146.890    -23.870     25.240    211.730    -27.740
   7028.570      1.049      5.895     16.170    149.870    -24.240     27.730    208.800    -21.280
   7042.860      1.195      6.165     16.610    152.810    -24.530     31.190    203.570    -12.150
   7057.140      1.169      6.420     17.100    155.670    -24.630     36.200    200.480     -3.450
   7071.430      1.127      6.224     17.580    158.500    -24.610     39.350    195.230      4.150
   7085.710      1.070      5.753     18.270    161.240    -24.570     41.900    190.860      8.820
   7100.000      1.141      6.035     18.850    163.920    -24.430     45.970    187.580     15.790
   7114.290      1.069      6.071     19.520    166.570    -24.130     49.820    182.040     22.420
   7128.570      1.164      6.560     20.250    169.120    -23.780     52.470    177.500     31.020
   7142.860      1.131      6.511     21.040    171.630    -23.290     55.180    172.520     36.180
   7157.140      1.164      6.544     21.800    174.020    -22.760     56.930    165.570     41.820
   7171.430      1.135      6.503     22.690    176.370    -22.090     60.940    160.010     46.440
   7185.710      1.060      6.166     23.550    178.620    -21.420     62.970    155.310     51.940
   7200.000      1.033      6.139     24.460    180.740    -20.690     63.010    150.610     57.530
   7214.290      1.212      6.673     25.360    182.920    -19.810     66.210    145.860     62.150
   7228.570      1.181      6.089     26.290    184.970    -18.830     68.170    141.420     69.310
   7242.860      1.225      6.579     27.250    186.930    -17.830     69.210    135.080     75.390
   7257.140      1.109      6.062     28.300    188.850    -16.710     72.840    129.190     76.600
   7271.430      1.182      6.137     29.390    190.640    -15.590     73.080    123.690     81.410
   7285.710      1.140      6.447     30.440    192.390    -14.370     77.240    119.970     85.980
   7300.000      1.140      6.424     31.590    194.060    -13.080     80.960    113.460     89.490
   7314.290      1.055      6.448     32.690    195.650    -11.810     81.720    108.870     93.470
   7328.570      1.168      6.102     33.910    197.160    -10.440     82.220    102.660     96.300
   7342.860      1.190      6.781     35.120    198.570     -9.060     84.120     96.350    100.470
   7357.140      1.087      6.140     36.310    199.920     -7.570     85.840     91.230    104.280
   7371.430      1.059      6.101     37.570    201.190     -6.060     86.940     84.700    107.720
   7385.710      1.156      6.497     38.860    202.310     -4.530     87.900     78.610    110.250
   7400.000      1.141      6.506     40.140    203.440     -2.930     89.970     73.550    112.150
   7414.290      1.097      6.231     41.430    204.420     -1.310     89.960     69.880    118.060
   7428.570      1.149      6.160     42.790    205.430      0.440     93.250     64.460    121.330
   7442.860      1.148      6.331     44.080    206.320      2.240     94.830     58.770    124.400
   7457.140      1.196      6.435     45.480    207.100      3.950     93.990     53.050    126.240
   7471.430      1.017      6.117     46.830    207.830      5.780     95.620     46.540    130.260
   7485.710      1.152      6.410     48.240    208.440      7.700     98.630     39.260    131.390
   7500.000      1.153      6.093     49.630    208.980      9.610     99.230     32.720    134.490
   7514.290      1.061      6.099     51.060    209.380     11.520     99.810     28.630    136.280
   7528.570      1.164      6.744     52.500    209.720     13.470    101.410     20.320    136.670
   7542.860      1.080      6.302     53.930    210.000     15.480    101.710     15.140    141.070
   7557.140      1.174      7.154     55.380    210.140     17.500    101.120      9.260    142.110
   7571.430      1.134      6.105     56.840    210.230     19.540    103.340      2.690    144.630
   7585.710      1.228      7.186     58.290    210.230     21.640    102.980     -3.880    145.140
   7600.000      1.197      6.672     59.790    210.120     23.680    102.120    -10.000    148.520
   7614.290      1.128      6.280     61.300    209.960     25.890    105.000    -15.860    149.660
   7628.570      1.121      5.977     62.750    209.670     28.010    103.050    -22.580    152.010
   7642.860      1.236      7.214     64.210    209.300     30.190    103.230    -29.880    153.580
   7657.140      1.153      6.415     65.660    208.810     32.430    104.720    -36.290    155.780
   7671.430      1.058      5.832     67.140    208.270     34.680    105.640    -43.230    157.020
   7685.710      1.131      6.153     68.580    207.610     36.970    103.640    -49.570    158.930
   7700.000      1.186      6.543     70.110    206.850     39.260    103.130    -58.150    158.650
   7714.290      1.136      5.986     71.550    206.010     41.520    102.660    -64.650    161.590
   7728.570      1.057      5.822     73.010    205.020     43.800    103.000    -71.570    160.630
   7742.860      1.209      7.249     74.460    203.980     46.140    102.400    -76.880    162.120
   7757.140      1.156      6.026     75.950    202.850     48.480    104.250    -84.350    163.250
   7771.430      1.168      6.314     77.420    201.540     50.800    104.870    -92.870    164.980
   7785.710      1.136      5.748     78.930    200.180     53.200    104.930   -101.470    162.890
   7800.000      1.047      5.654     80.470    198.700     55.520    105.040   -108.360    160.750
   7814.290      1.152      7.226     81.880    197.040     57.750    103.780   -116.150    163.320
   7828.570      1.150      6.307     83.350    195.360     60.140    104.150   -123.260    163.270
   7842.860      1.035      5.547     84.870    193.550     62.480    102.560   -132.160    163.510
   7857.140      1.016      5.807     86.310    191.590     64.780    102.300   -140.140    161.730
   7871.430      1.101      5.931     87.850    189.520     67.030    100.850   -149.890    160.130
   7885.710      1.018      5.460     89.300    187.340     69.380    102.390   -158.650    161.470
   7900.000      1.013      5.888     90.780    184.990     71.680    101.060   -167.270    160.310
   7914.290      1.068      5.483     92.180    182.520     73.960     99.010   -175.770    159.550
   7928.570      1.034      5.322     93.590    179.890     76.160     96.010   -186.160    156.800
   7942.860      1.061      5.311     94.960    177.200     78.460     96.090   -195.510    154.550
   7957.140      1.035      5.801     96.300    174.350     80.650     95.430   -202.730    152.810
   7971.430      0.986      5.341     97.650    171.370     82.760     92.800   -213.370    148.110
   7985.710      1.000      5.199     98.960    168.280     84.930     91.940   -221.830    146.920
   8000.000      1.709     23.090    100.260    165.030     86.960     89.770   -231.280    142.980
   8014.290      1.095      5.820    101.540    161.640     88.960     86.220   -243.020    138.870
   8028.570      1.597     20.467    102.780    158.080     90.890     82.160   -254.220    134.570
   8042.860      0.988      4.981    103.910    154.400     92.820     78.820   -264.160    129.090
   8057.140      0.966      4.966    105.010    150.550     94.610     75.660   -275.160    123.660
   8071.430      1.033      5.443    106.060    146.550     96.330     72.860   -283.660    115.400
   8085.710      1.025      5.061    107.060    142.470     97.940     66.860   -292.410    108.110
   8100.000      0.946      4.842    108.010    138.220     99.440     62.750   -302.400     99.820
   8114.290      1.028      4.968    108.850    133.840    100.780     55.620   -309.920     90.650
   8128.570      1.090      5.322    109.610    129.330    101.990     52.130   -319.200     79.800
   8142.860      0.961      5.135    110.330    124.710    103.050     45.610   -328.100     67.990
   8157.140      1.062      5.471    110.940    120.010    103.950     39.830   -333.640     55.360
   8171.430      1.045      5.370    111.420    115.160    104.590     32.720   -342.250     41.170
   8185.710      1.028      5.275    111.880    110.250    105.090     25.680   -345.880     24.790
   8200.000      1.177      6.547    112.160    105.320    105.350     17.580   -349.820     11.680
   8214.290      0.983      5.606    112.360    100.320    105.400     10.080   -353.010     -5.300
   8228.570      1.011      5.244    112.440     95.290    105.220      1.350   -352.410    -21.170
   8242.860      1.022      5.330    112.350     90.220    104.740     -7.550   -350.550    -39.240
   8257.140      1.106      5.953    112.200     85.250    104.040    -15.740   -345.480    -56.640
   8271.430      1.103      5.712    111.930     80.360    103.160    -26.550   -338.760    -72.080
   8285.710      1.075      5.645    111.460     75.550    101.970    -36.090   -327.950    -88.920
   8300.000      1.065      5.683    110.900     70.930    100.550    -44.180   -317.610   -103.600
   8314.290      1.118      5.787    110.240     66.480     99.000    -51.940   -305.740   -118.490
   8328.570      1.076      5.836    109.450     62.240     97.240    -59.100   -292.540   -129.540
   8342.860      1.097      6.273    108.510     58.140     95.310    -66.620   -278.810   -140.650
   8357.140      1.069      5.717    107.520     54.270     93.220    -72.350   -263.540   -149.310
   8371.430      1.153      6.048    106.450     50.620     91.000    -76.170   -248.310   -156.870
   8385.710      1.095      5.992    105.340     47.170     88.710    -81.120   -233.600   -164.960
   8400.000      1.125      6.019    104.160     43.960     86.380    -83.620   -217.220   -168.930
   8414.290      1.135      6.443    103.000     40.970     83.930    -81.890   -202.150   -173.980
   8428.570      1.179      6.179    101.790     38.170     81.370    -84.440   -187.380   -178.410
   8442.860      1.049      5.879    100.520     35.630     78.810    -85.770   -171.710   -181.730
   8457.140      1.114      6.138     99.270     33.310     76.250    -86.880   -156.190   -181.390
   8471.430      1.093      6.151     98.030     31.130     73.620    -85.620   -141.670   -182.610
   8485.710      1.040      6.266     96.820     29.220     70.970    -86.540   -128.410   -184.100
   8500.000      1.629     25.179     95.660     27.480     68.350    -86.700   -115.440   -181.270
   8514.290      1.590     26.356     94.390     25.960     65.730    -86.480   -101.590   -180.190
   8528.570      1.099      6.371     93.170     24.560     63.200    -85.460    -87.800   -178.560
   8542.860      1.034      6.060     91.900     23.380     60.600    -85.860    -74.090   -177.090
   8557.140      1.103      6.630     90.740     22.430     58.110    -84.650    -62.940   -175.280
   8571.430      1.022      6.245     89.530     21.590     55.620    -80.690    -51.920   -172.460
   8585.710      1.072      5.879     88.410     20.940     53.190    -78.260    -43.490   -168.430
   8600.000      1.125      6.382     87.260     20.410     50.800    -76.580    -32.360   -166.270
   8614.290      1.128      6.369     86.200     20.020     48.430    -75.960    -21.940   -160.460
   8628.570      0.977      6.381     85.110     19.760     46.150    -74.310    -12.500   -155.990
   8642.860      1.089      6.387     84.120     19.660     43.930    -74.500     -4.730   -153.280
   8657.140      1.046      6.293     82.960     19.650     41.790    -70.650      6.030   -146.120
   8671.430      1.105      6.340     81.990     19.790     39.740    -67.270     13.520   -142.050
   8685.710      0.446      1.561     80.990     20.040     37.700    -65.260     23.320   -136.530
   8700.000      1.013      6.198     80.160     20.450     35.800    -60.610     28.560   -132.070
   8714.290      1.052      5.910     79.270     20.870     33.940    -57.380     37.470   -126.280
   8728.570      1.125      6.346     78.480     21.490     32.220    -54.330     46.270   -120.450
   8742.860      1.021      6.180     77.710     22.190     30.530    -51.400     51.170   -113.640
   8757.140      1.142      6.183     76.980     22.980     28.980    -47.510     57.790   -107.210
   8771.430      0.997      6.136     76.320     23.860     27.500    -43.050     63.430   -102.590
   8785.710      0.430      1.569     75.720     24.800     26.080    -40.820     70.340    -96.870
   8800.000      1.049      5.896     75.180     25.830     24.710    -35.070     75.880    -91.240
   8814.290      1.123      6.679     74.760     26.930     23.410    -32.180     80.220    -85.800
   8828.570      1.023      6.286     74.340     28.150     22.240    -28.740     86.370    -79.550
   8842.860      1.007      6.304     73.950     29.410     21.200    -25.350     90.270    -72.830
   8857.140      1.069      6.345     73.560     30.740     20.200    -23.130     95.220    -65.140
   8871.430      0.449      1.573     73.280     32.090     19.320    -19.260     98.810    -57.600
   8885.710      1.012      6.253     73.020     33.580     18.580    -13.300    103.910    -50.990
   8900.000      1.050      6.179     72.930     35.120     17.900    -10.320    108.520    -44.480
   8914.290      0.410      1.474     72.760     36.680     17.270     -5.720    112.130    -38.210
   8928.570      1.063      6.295     72.750     38.320     16.800     -1.150    116.070    -29.990
   8942.860      0.975      6.150     72.750     39.980     16.400      2.240    119.820    -25.520
   8957.140      1.063      6.061     72.830     41.710     16.110      4.250    122.740    -17.260
   8971.430      1.098      6.047     72.860     43.510     15.860      7.860    126.000    -10.010
   8985.710      1.020      6.127     73.010     45.320     15.740     10.920    128.220     -3.530
   9000.000      1.102      6.264     73.180     47.170     15.730     16.790    131.780      3.560
   9014.290      1.071      5.675     73.450     49.090     15.870     22.170    133.520     11.700
   9028.570      1.050      6.612     73.780     50.970     16.020     24.380    136.190     16.920
   9042.860      1.054      6.115     74.180     52.950     16.400     28.240    137.620     25.490
   9057.140      0.956      5.731     74.610     54.900     16.750     32.580    139.240     33.190
   9071.430      1.047      6.159     75.130     56.930     17.270     37.540    140.550     40.930
   9085.710      0.947      5.649     75.670     58.960     17.900     41.380    144.020     46.910
   9100.000      1.015      6.147     76.310     61.000     18.650     47.320    145.310     59.050
   9114.290      1.050      6.173     77.050     63.070     19.580     52.460    144.930     67.270
   9128.570      1.010      5.587     77.800     65.110     20.570     56.890    144.880     75.640
   9142.860      1.012      6.154     78.630     67.180     21.680     61.270    143.800     83.840
   9157.140      1.027      5.860     79.550     69.250     22.970     65.700    144.210     91.210
   9171.430      0.952      5.551     80.530     71.290     24.340     70.320    143.630    101.290
   9185.710      0.989      5.749     81.520     73.350     25.850     75.220    144.720    110.030
   9200.000      1.047      6.128     82.630     75.350     27.490     80.390    142.090    119.750
   9214.290      0.439      1.537     83.790     77.370     29.290     85.330    140.510    127.820
   9228.570      1.064      6.599     85.090     79.380     31.160     93.030    137.940    137.000
   9242.860      1.001      5.426     86.460     81.330     33.230     99.740    136.610    147.460
   9257.140      0.413      1.521     87.870     83.230     35.370    103.030    134.290    156.330
   9271.430      0.480      1.520     89.370     85.140     37.690    109.660    131.110    165.920
   9285.710      0.951      5.970     91.020     87.010     40.110    116.260    128.080    175.520
   9300.000      0.979      5.706     92.740     88.830     42.710    122.600    122.680    186.960
   9314.290      0.993      6.096     94.600     90.560     45.500    129.860    117.970    196.450
   9328.570      1.094      5.849     96.530     92.180     48.350    137.870    110.240    208.890
   9342.860      1.042      5.795     98.540     93.730     51.410    143.890    104.910    220.420
   9357.140      0.453      1.675    100.630     95.160     54.610    149.480     97.490    229.620
   9371.430      0.930      5.276    102.850     96.510     57.920    155.450     88.100    239.880
   9385.710      1.041      6.206    105.140     97.650     61.450    163.600     77.950    249.540
   9400.000      0.988      5.456    107.490     98.700     65.060    168.950     67.620    259.330
   9414.290      1.010      5.642    109.970     99.570     68.890    176.710     53.570    272.100
   9428.570      1.059      6.045    112.550    100.220     72.820    179.840     37.900    281.280
   9442.860      3.973    102.779    116.590     98.170     78.870    188.230     23.820    289.120
   9457.140      1.030      6.334    117.930    100.840     81.080    194.370      6.080    296.290
   9471.430      1.329     22.276    120.810    100.800     85.340    199.530    -11.920    302.150
   9485.710      0.995      5.773    123.650    100.480     89.700    204.470    -32.910    307.500
   9500.000      1.057      6.220    126.630     99.850     94.140    208.750    -55.670    310.120
   9514.290      0.457      1.580    129.630     98.870     98.560    211.500    -78.570    311.350
   9528.570      1.073      6.107    132.700     97.600    103.010    214.560   -102.280    307.990
   9542.860      1.028      5.922    135.730     95.930    107.370    214.770   -126.280    304.330
   9557.140      1.045      5.887    138.810     93.950    111.690    211.050   -150.590    297.710
   9571.430      1.158      6.875    141.770     91.620    115.840    204.910   -173.210    287.180
   9585.710      1.038      6.784    144.720     89.020    119.890    201.120   -193.250    274.280
   9600.000      1.086      6.283    147.510     86.100    123.690    195.260   -212.960    259.970
   9614.290      1.106      6.812    150.210     82.950    127.270    186.020   -227.480    242.290
   9628.570      1.110      6.906    152.850     79.610    130.650    177.500   -236.930    224.460
   9642.860      1.023      6.297    155.280     76.140    133.660    166.220   -245.890    206.270
   9657.140      1.117      7.099    157.590     72.610    136.500    156.850   -251.000    188.890
   9671.430      1.091      7.339    159.780     69.000    139.100    147.670   -255.530    173.360
   9685.710      1.101      7.115    161.810     65.290    141.420    139.700   -258.970    156.840
   9700.000      1.126      7.044    163.750     61.600    143.590    127.750   -260.320    141.170
   9714.290      1.050      7.335    165.490     57.860    145.490    119.560   -259.320    125.370
   9728.570      1.035      7.286    167.100     54.190    147.160    107.750   -257.590    111.140
   9742.860      1.008      7.358    168.560     50.550    148.670     99.690   -254.420     97.740
   9757.140      1.073      8.201    169.940     46.900    149.950     91.340   -250.270     83.270
   9771.430      0.520      1.886    171.140     43.350    150.990     83.420   -246.370     71.030
   9785.710      1.059      7.762    172.300     39.870    151.950     75.860   -242.260     59.910
   9800.000      0.994      6.614    173.300     36.440    152.740     68.700   -237.590     51.070
   9814.290      0.461      1.854    174.270     33.100    153.400     62.770   -231.070     39.630
   9828.570      0.988      6.394    175.120     29.850    153.890     55.180   -226.120     29.800
   9842.860      1.088      7.258    175.860     26.690    154.250     48.720   -217.910     21.450
   9857.140      0.484      1.988    176.620     23.670    154.510     44.240   -211.870     11.670
   9871.430      0.962      6.494    177.120     20.670    154.660     37.170   -205.800      4.110
   9885.710      1.023      7.531    177.610     17.810    154.600     30.830   -198.050     -4.580
   9900.000      0.539      2.150    178.040     15.020    154.490     25.450   -192.190    -12.550
   9914.290      0.519      1.869    178.390     12.310    154.270     19.590   -185.500    -18.660
   9928.570      1.024      7.823    178.620      9.740    153.940     14.090   -178.980    -25.460
   9942.860      0.450      1.756    178.850      7.220    153.540      9.970   -170.670    -35.250
   9957.140      0.508      2.033    178.950      4.850    153.010      5.450   -163.390    -39.230
   9971.430      0.986      7.662    179.010      2.550    152.340      0.770   -155.770    -45.870
   9985.710      1.102      7.773    179.020      0.410    151.690     -5.350   -147.650    -52.340
  10000.000      0.466      1.747    178.950     -1.630    150.940     -7.680   -141.010    -58.210
  10014.300      0.570      2.203    178.790     -3.590    150.100    -11.910   -132.090    -62.210
  10028.600      0.556      2.204    178.610     -5.390    149.170    -15.410   -124.500    -68.540
  10042.900      0.520      1.929    178.370     -7.100    148.130    -20.190   -114.940    -75.360
  10057.100      1.038      7.821    178.020     -8.670    147.060    -23.610   -108.460    -81.390
  10071.400      0.543      1.985    177.700    -10.170    145.800    -30.150    -99.490    -84.800
  10085.700      0.548      2.018    177.200    -11.510    144.580    -34.410    -90.270    -86.400
  10100.000      0.547      1.996    176.660    -12.720    143.340    -37.090    -80.420    -89.940
  10114.300      1.032      6.811    176.150    -13.830    141.970    -41.360    -72.240    -96.140
  10128.600      0.567      2.055    175.490    -14.780    140.640    -43.390    -62.340   -100.390
  10142.900      1.045      7.656    174.820    -15.610    139.150    -47.350    -54.120   -103.660
  10157.100      1.002      7.828    174.160    -16.320    137.640    -51.440    -44.700   -108.950
  10171.400      1.029      7.822    173.420    -16.880    136.060    -55.610    -34.630   -110.150
  10185.700      1.079      7.756    172.590    -17.320    134.460    -57.190    -25.780   -113.540
  10200.000      1.009      7.606    171.750    -17.570    132.830    -59.540    -14.020   -116.150
  10214.300      1.002      6.914    170.910    -17.680    131.170    -62.370     -1.900   -119.520
  10228.600      1.007      8.023    169.980    -17.650    129.460    -65.540      7.580   -120.610
  10242.900      1.017      7.883    169.020    -17.460    127.730    -67.750     18.570   -123.270
  10257.100      0.991      6.926    168.040    -17.130    125.950    -71.570     29.030   -123.800
  10271.400      0.978      6.652    166.980    -16.610    124.190    -73.490     39.930   -123.740
  10285.700      1.323     31.288    165.890    -15.830    122.450    -74.710     53.800   -123.990
  10300.000      1.377     32.179    164.820    -14.920    120.580    -78.910     66.290   -124.770
  10314.300      0.960      6.262    163.690    -14.050    118.840    -82.390     79.790   -126.010
  10328.600      1.006      6.968    162.470    -12.800    117.090    -82.560     92.440   -123.850
  10342.900      1.009      7.525    161.310    -11.400    115.320    -82.850    106.780   -125.130
  10357.100      1.022      6.463    160.110     -9.750    113.520    -85.400    119.270   -124.260
  10371.400      1.033      8.641    158.910     -7.960    111.750    -84.050    135.080   -121.320
  10385.700      0.941      6.374    157.700     -5.930    110.020    -85.430    149.120   -117.330
  10400.000      0.957      6.655    156.510     -3.650    108.400    -85.650    164.170   -115.940
  10414.300      1.016      7.116    155.240     -1.200    106.810    -84.770    181.170   -109.130
  10428.600      0.995      6.965    154.070      1.480    105.240    -83.160    195.100   -103.630
  10442.900      1.037      7.164    152.920      4.390    103.840    -80.380    210.670    -95.810
