#         t          m          r          x          y          z         vx         vy         vz
   6471.430      1.631      1.587     27.300    137.350     21.380     42.140    -17.400     26.270
   6485.710      1.475      1.484     27.930    136.990     21.710     43.950    -17.400     24.120
   6500.000      1.472      1.525     28.570    136.710     22.140     42.390    -20.300     21.640
   6514.290      1.470      1.514     29.180    136.330     22.490     39.230    -22.800     21.690
   6528.570      1.563      1.620     29.820    136.050     22.890     41.440    -27.390     18.610
   6542.860      1.680      1.640     30.430    135.640     23.240     37.920    -31.140     16.490
   6557.140      1.438      1.482     31.020    135.280     23.620     41.450    -28.470     19.480
   6571.430      1.714      1.738     31.700    134.930     24.120     41.690    -31.140     21.640
   6585.710      5.334      8.171     32.340    134.580     24.780     40.130    -29.740     22.050
   6600.000      1.585      1.650     32.920    134.190     25.080     37.820    -31.430     22.640
   6614.290      5.120      7.808     33.560    133.840     25.680     40.100    -29.320     27.480
   6628.570      5.308      8.230     34.180    133.490     26.230     39.980    -25.560     29.240
   6642.860      1.739      1.754     34.770    133.230     26.770     39.720    -23.360     34.000
   6657.140      1.748      1.741     35.460    132.990     27.610     39.210    -25.540     34.180
   6671.430      1.781      1.789     36.000    132.630     28.130     35.960    -26.800     24.650
   6685.710      1.718      1.732     36.520    132.230     28.620     41.190    -25.030     36.320
   6700.000      1.632      1.706     37.120    131.870     29.290     42.480    -24.790     37.000
   6714.290      1.750      1.836     37.680    131.500     29.880     37.990    -25.970     33.910
   6728.570      1.777      1.744     38.160    131.080     30.350     37.190    -25.880     37.300
   6742.860      1.644      1.709     38.700    130.690     30.920     35.900    -28.580     31.750
   6757.140      5.403      8.146     39.190    130.280     31.100     35.200    -28.980     28.420
   6771.430      1.770      1.832     39.650    129.840     31.700     40.060    -28.510     38.290
   6785.710      1.565      1.652     40.250    129.470     32.310     43.460    -27.670     40.520
   6800.000      1.843      1.886     40.830    129.030     32.820     37.130    -33.230     30.150
   6814.290      1.989      2.089     41.390    128.530     33.250     40.220    -31.870     31.370
   6828.570      2.025      2.105     41.950    128.090     33.650     40.310    -32.200     29.730
   6842.860      1.738      1.776     42.490    127.630     33.960     42.750    -33.020     30.830
   6857.140      1.862      1.905     43.120    127.180     34.530     41.380    -30.900     28.580
   6871.430      1.837      1.978     43.700    126.710     34.980     40.790    -33.820     29.670
   6885.710      1.767      1.859     44.230    126.230     35.340     41.050    -33.020     30.230
   6900.000      1.947      1.992     44.800    125.750     35.760     40.980    -32.890     22.770
   6914.290      1.788      1.813     45.290    125.200     36.010     37.210    -32.740     21.760
   6928.570      0.140      0.377     45.850    124.730     36.430     42.860    -31.450     24.290
   6942.860      0.170      0.388     46.450    124.280     36.960     44.370    -28.250     27.210
   6957.140      1.740      1.779     47.010    123.770     37.350     39.880    -30.090     21.100
   6971.430      1.961      1.987     47.500    123.260     37.650     38.340    -28.840     20.890
   6985.710      1.838      1.897     48.080    122.810     38.110     40.490    -24.910     23.340
   7000.000      2.102      2.284     48.650    122.340     38.560     38.410    -28.540     22.240
   7014.290      2.012      2.049     49.130    121.830     38.860     39.140    -25.360     25.600
   7028.570      5.908      9.045     49.600    121.410     39.270     38.950    -25.180     24.190
   7042.860      1.952      2.095     50.140    120.930     39.680     36.440    -27.070     22.890
   7057.140      1.900      2.039     50.600    120.470     39.950     36.590    -26.910     22.690
   7071.430      2.130      2.273     51.050    120.000     40.320     38.680    -22.540     29.530
   7085.710      2.088      2.285     51.530    119.620     40.800     36.630    -22.600     23.820
   7100.000      1.905      2.160     51.940    119.240     41.070     36.160    -23.170     22.150
   7114.290      0.183      0.421     52.400    118.840     41.400     34.370    -21.870     23.460
   7128.570      0.233      0.463     52.770    118.420     41.610     35.750    -22.040     25.570
   7142.860      1.956      1.979     53.260    118.120     42.010     33.020    -20.690     20.050
   7157.140      0.232      0.429     53.660    117.650     42.210     31.800    -24.190     17.330
   7171.430      0.154      0.383     54.070    117.220     42.450     31.850    -23.110     18.320
   7185.710      0.205      0.432     54.550    116.830     42.720     33.520    -24.320     17.830
   7200.000      0.215      0.444     55.010    116.380     42.920     33.630    -23.510     18.190
   7214.290      0.179      0.415     55.520    116.060     43.240     36.660    -24.080     20.970
   7228.570      0.185      0.424     56.030    115.680     43.540     33.070    -24.470     16.660
   7242.860      0.269      0.479     56.490    115.270     43.780     29.790    -24.340     15.390
   7257.140      0.229      0.450     56.950    114.920     44.050     29.580    -25.190     19.160
   7271.430      0.281      0.503     57.430    114.520     44.270     33.440    -22.970     20.320
   7285.710      0.219      0.446     57.960    114.170     44.640     32.690    -26.670     20.510
   7300.000      0.196      0.429     58.440    113.830     44.900     31.040    -24.220     19.740
   7314.290      0.223      0.441     58.900    113.430     45.140     30.920    -25.990     17.770
   7328.570      0.196      0.431     59.380    113.110     45.430     31.940    -23.740     18.400
   7342.860      0.320      0.513     59.870    112.760     45.750     31.210    -24.610     20.230
   7357.140      0.220      0.440     60.350    112.420     46.040     31.070    -25.200     21.960
   7371.430      0.185      0.413     60.850    112.070     46.290     32.880    -24.620     25.350
   7385.710      0.197      0.434     61.370    111.710     46.660     33.220    -22.310     28.850
   7400.000      0.304      0.520     61.840    111.420     47.040     34.450    -21.820     27.840
   7414.290     29.027     48.519     63.470    112.090     47.320     34.350    -23.750     29.530
   7428.570      0.215      0.464     62.850    110.780     47.780     31.120    -22.600     26.660
   7442.860      0.213      0.452     63.350    110.440     48.120     29.320    -23.500     26.300
   7457.140      0.240      0.470     63.840    110.100     48.480     29.160    -22.410     25.500
   7471.430      0.173      0.414     64.310    109.770     48.820     30.700    -21.520     26.770
   7485.710      1.602      1.624     64.830    109.480     49.210     29.190    -23.430     29.380
   7500.000      0.195      0.438     65.360    109.170     49.580     30.590    -24.150     24.400
   7514.290      0.220      0.454     65.860    108.830     49.970     31.640    -25.240     25.180
   7528.570     30.686     51.969     67.100    109.140     50.440     30.680    -24.870     25.870
   7542.860      0.214      0.458     66.850    108.140     50.690     34.000    -24.410     25.270
   7557.140      0.231      0.452     67.400    107.780     51.060     31.680    -28.080     23.890
   7571.430     31.756     54.265     68.320    107.910     51.450     29.020    -26.990     23.340
   7585.710      0.339      0.541     68.380    107.030     51.730     28.100    -29.280     26.050
   7600.000      2.103      2.277     68.930    106.690     52.080     29.470    -28.890     23.780
   7614.290      2.156      2.347     69.380    106.310     52.400     28.640    -28.570     23.840
   7628.570     32.871     56.624     69.990    106.360     52.670     32.910    -25.420     27.200
   7642.860      1.874      1.979     70.390    105.600     53.160     31.540    -25.240     30.040
   7657.140      6.804     11.085     70.920    105.350     53.590     29.140    -23.170     26.910
   7671.430      2.294      2.427     71.400    104.980     53.990     29.290    -21.800     29.310
   7685.710      2.040      2.206     71.890    104.680     54.430     28.110    -24.150     26.410
   7700.000      2.210      2.436     72.370    104.400     54.810     28.490    -19.730     26.820
   7714.290      2.033      2.178     72.790    104.080     55.150     28.920    -21.490     25.340
   7728.570      2.170      2.317     73.230    103.800     55.500     29.750    -20.400     25.890
   7742.860      7.499     12.489     73.690    103.570     55.770     30.250    -19.520     24.040
   7757.140      1.963      2.129     74.050    103.220     56.130     30.410    -22.390     20.370
   7771.430      1.853      2.011     74.480    102.920     56.440     29.280    -22.100     20.780
   7785.710     34.830     59.117     74.280    102.610     56.260     29.220    -20.590     18.480
   7800.000      2.139      2.328     75.370    102.380     57.050     27.990    -20.580     17.920
   7814.290      0.126      0.361     75.820    102.110     57.300     26.810    -22.380     14.240
   7828.570     25.185     43.181     75.480    101.630     57.440     29.570    -20.640     15.920
   7842.860      0.223      0.453     76.690    101.470     57.890     29.040    -20.360     19.680
   7857.140      2.372      2.631     77.180    101.270     58.260     30.460    -17.080     18.740
   7871.430      0.257      0.490     77.640    101.010     58.590     28.910    -21.310     18.160
   7885.710      0.244      0.477     78.030    100.670     58.820     29.960    -22.990     17.500
   7900.000      0.249      0.491     78.510    100.450     59.120     32.450    -19.390     15.480
   7914.290      0.194      0.440     78.900    100.110     59.330     31.400    -19.180     15.130
   7928.570      0.229      0.476     79.370     99.870     59.630     32.930    -20.240     18.100
   7942.860      0.233      0.460     79.830     99.600     59.860     37.150    -20.190     19.010
   7957.140      0.204      0.433     80.290     99.260     60.110     35.320    -21.030     18.380
   7971.430      0.186      0.442     80.750     98.970     60.320     35.520    -18.650     19.890
   7985.710      0.172      0.417     81.260     98.720     60.570     38.290    -19.200     21.520
   8000.000      0.182      0.430     81.690     98.430     60.790     36.450    -16.950     21.510
   8014.290      0.170      0.406     82.230     98.190     61.050     38.290    -17.070     21.940
   8028.570     21.639     38.460     82.470     97.940     61.260     35.050    -18.810     22.450
   8042.860      2.268      2.517     83.230     97.700     61.650     35.540    -15.420     23.440
   8057.140      0.180      0.424     83.770     97.480     61.960     38.440    -16.330     22.980
   8071.430      0.223      0.461     84.310     97.240     62.280     37.430    -17.420     23.060
   8085.710      0.266      0.503     84.850     96.980     62.600     37.950    -17.680     22.240
   8100.000      0.215      0.456     85.410     96.740     62.970     37.480    -17.980     22.120
   8114.290      0.174      0.416     85.990     96.530     63.310     41.010    -16.060     22.790
   8128.570      0.291      0.529     86.520     96.300     63.580     38.510    -19.460     22.720
   8142.860      0.191      0.442     87.040     96.030     63.900     37.640    -19.900     22.940
   8157.140      0.183      0.451     87.570     95.790     64.180     38.150    -20.120     20.910
   8171.430      0.266      0.493     88.080     95.530     64.510     38.190    -20.470     28.860
   8185.710      0.229      0.473     88.620     95.300     64.940     38.010    -19.210     26.560
   8200.000      1.963      2.118     89.160     95.080     65.330     37.500    -17.700     27.750
   8214.290      2.494      2.881     89.660     94.850     65.680     37.930    -17.150     29.750
   8228.570      1.986      2.230     90.230     94.590     66.070     38.830    -17.860     32.640
   8242.860     24.782     41.958     90.640     94.170     66.610     39.840    -15.700     32.760
   8257.140      2.154      2.458     91.280     94.160     66.840     39.450    -16.400     34.080
   8271.430      2.080      2.313     91.850     93.950     67.280     41.150    -15.830     34.110
   8285.710      2.196      2.431     92.450     93.720     67.770     41.180    -16.880     35.160
   8300.000     28.437     47.131     93.060     93.040     68.950     39.740    -16.870     35.390
   8314.290      2.037      2.270     93.560     93.210     68.670     41.660    -18.650     36.610
   8328.570      2.204      2.368     94.090     92.910     69.140     40.420    -19.980     36.680
   8342.860      6.096      9.885     94.710     92.560     69.780     41.890    -23.370     37.030
   8357.140      6.346     10.139     95.290     92.250     70.240     40.460    -23.440     38.920
   8371.430      6.802     11.139     95.720     91.890     70.700     38.410    -23.190     36.980
   8385.710      2.532      2.896     96.290     91.610     71.030     38.270    -22.630     38.420
   8400.000      7.034     11.368     96.850     91.210     71.640     36.800    -24.090     34.260
   8414.290      1.729      1.884     97.390     90.970     72.070     38.020    -22.480     37.630
   8428.570      7.113     11.562     97.880     90.590     72.650     37.930    -22.870     37.200
   8442.860      2.208      2.429     98.430     90.300     73.020     37.350    -23.140     37.420
   8457.140      7.353     11.509     98.950     89.910     73.620     37.030    -23.620     35.500
   8471.430     21.327     36.311     99.610     89.540     74.310     35.050    -22.290     33.220
   8485.710      2.209      2.456     99.980     89.250     74.500     33.510    -23.330     31.120
   8500.000      2.058      2.200    100.500     88.870     74.990     34.620    -25.240     32.580
   8514.290      2.114      2.279    101.000     88.510     75.500     33.410    -24.620     30.350
   8528.570      6.779     10.539    101.520     88.120     76.000     34.220    -27.290     29.130
   8542.860     30.557     52.657    101.760     87.370     77.000     32.830    -27.040     26.950
   8557.140      2.307      2.489    102.450     87.340     76.780     32.650    -26.720     27.480
   8571.430      7.177     11.258    102.940     86.910     77.270     32.530    -25.020     26.170
   8585.710      7.558     12.086    103.270     86.540     77.500     33.070    -27.280     26.980
   8600.000      1.887      2.068    103.800     86.190     77.940     31.480    -26.660     26.730
   8614.290      2.127      2.297    104.250     85.780     78.280     33.320    -27.180     26.240
   8628.570      1.533      1.609    104.750     85.370     78.660     34.730    -26.240     25.640
   8642.860     30.217     50.249    105.320     85.000     79.780     32.400    -25.560     26.950
   8657.140      1.890      2.025    105.620     84.580     79.410     33.750    -24.990     24.450
   8671.430      8.029     12.666    105.970     84.160     79.760     31.990    -26.150     25.580
   8685.710      1.864      2.015    106.480     83.710     80.140     31.660    -26.400     26.860
   8700.000      1.707      1.836    106.910     83.260     80.520     31.250    -29.420     24.730
   8714.290      0.215      0.470    107.310     82.800     80.850     31.400    -25.460     19.980
   8728.570      0.159      0.413    107.750     82.360     81.220     27.990    -29.160     22.930
   8742.860      0.208      0.460    108.160     81.940     81.570     28.490    -29.500     19.240
   8757.140      1.872      2.048    108.540     81.510     81.840     26.890    -28.410     18.060
   8771.430      1.695      1.839    108.950     81.110     82.130     26.660    -25.590     17.900
   8785.710      1.639      1.799    109.380     80.730     82.450     26.660    -27.380     14.360
   8800.000      1.298      1.344    109.780     80.290     82.730     28.730    -26.560     15.570
   8814.290      2.189      2.405    110.220     79.960     83.050     31.250    -22.440     17.190
   8828.570      2.043      2.302    110.650     79.560     83.360     29.750    -26.460     17.510
   8842.860      1.710      1.759    111.090     79.200     83.620     30.890    -24.350     18.700
   8857.140      1.672      1.840    111.530     78.820     83.940     32.960    -25.930     18.950
   8871.430      1.827      1.966    111.990     78.440     84.270     31.140    -25.050     17.160
   8885.710      1.709      1.807    112.460     78.050     84.530     32.120    -27.600     18.780
   8900.000      1.834      1.924    112.920     77.650     84.840     33.520    -24.040     21.450
   8914.290      1.765      1.889    113.380     77.280     85.180     31.290    -22.510     19.130
   8928.570      1.899      2.122    113.860     76.900     85.520     32.900    -25.500     21.570
   8942.860      2.171      2.420    114.280     76.510     85.790     33.790    -27.260     23.990
   8957.140      1.664      1.796    114.730     76.140     86.130     30.040    -25.090     22.160
   8971.430      2.362      2.607    115.160     75.760     86.460     30.270    -24.390     23.600
   8985.710      1.977      2.152    115.580     75.420     86.790     29.730    -26.580     20.760
   9000.000      1.752      1.838    116.040     75.080     87.120     30.560    -24.300     20.230
   9014.290      1.702      1.826    116.470     74.710     87.470     29.820    -24.630     20.410
   9028.570      1.757      1.943    116.870     74.350     87.730     30.640    -24.900     21.010
   9042.860      2.413      2.716    117.310     74.030     88.110     31.120    -24.330     21.310
   9057.140      1.586      1.652    117.730     73.700     88.360     27.600    -23.220     20.550
   9071.430      1.692      1.830    118.210     73.410     88.710     29.210    -24.090     20.110
   9085.710      1.626      1.740    118.620     73.080     89.010     27.710    -23.630     20.700
   9100.000      4.868      7.384    119.010     72.730     89.260     29.870    -22.420     18.660
   9114.290      4.680      6.815    119.460     72.360     89.550     29.120    -25.020     18.630
   9128.570      1.870      1.997    119.910     72.030     89.850     28.710    -25.340     16.910
   9142.860      1.835      2.004    120.390     71.680     90.170     30.320    -27.710     19.060
   9157.140      1.399      1.512    120.790     71.280     90.430     30.910    -26.440     19.770
   9171.430      6.150      9.656    121.270     70.930     90.690     31.430    -25.220     17.650
   9185.710      2.085      2.273    121.730     70.570     91.000     30.450    -26.760     20.520
   9200.000      1.395      1.489    122.150     70.190     91.260     30.720    -27.110     20.890
   9214.290      1.537      1.644    122.570     69.850     91.580     31.420    -25.340     21.890
   9228.570      7.884     13.090    123.030     69.490     91.840     30.420    -25.840     22.320
   9242.860      5.114      7.515    123.440     69.170     92.140     31.200    -26.620     20.620
   9257.140      5.094      7.521    123.930     68.840     92.390     33.600    -24.830     22.190
   9271.430      6.900     10.886    124.410     68.510     92.650     32.910    -25.170     20.530
   9285.710      6.489     10.012    124.810     68.150     92.920     31.550    -25.780     21.380
   9300.000      1.718      1.740    125.320     67.790     93.290     31.290    -25.800     21.470
   9314.290      5.133      7.900    125.780     67.460     93.590     31.070    -27.370     19.350
   9328.570      1.475      1.519    126.200     67.110     93.900     30.590    -27.060     19.670
   9342.860      5.102      7.458    126.670     66.740     94.160     30.320    -25.680     19.530
   9357.140      1.828      1.999    127.110     66.390     94.420     28.730    -25.780     17.990
   9371.430      5.489      8.232    127.540     66.070     94.690     31.290    -26.000     20.080
   9385.710      1.503      1.655    127.930     65.670     94.940     30.660    -26.140     22.510
   9400.000      1.759      1.917    128.340     65.300     95.210     28.110    -28.890     19.670
   9414.290      1.937      2.030    128.760     64.920     95.500     29.000    -25.880     22.160
   9428.570      1.943      2.106    129.130     64.500     95.720     27.410    -29.390     20.660
   9442.860      2.224      2.442    129.520     64.130     96.040     28.900    -25.490     23.490
   9457.140      1.928      1.987    129.920     63.750     96.330     26.790    -27.440     23.990
   9471.430      1.895      2.063    130.320     63.400     96.650     27.660    -27.540     20.370
   9485.710      1.601      1.612    130.700     63.090     97.000     26.370    -23.490     25.120
   9500.000      1.935      2.080    131.090     62.760     97.340     25.320    -22.220     24.130
   9514.290      1.657      1.771    131.450     62.450     97.690     25.900    -21.340     26.430
   9528.570      1.459      1.592    131.810     62.180     98.080     26.640    -21.470     27.060
   9542.860      4.997      7.045    132.210     61.950     98.450     27.990    -19.370     26.480
   9557.140      2.253      2.570    132.560     61.690     98.770     25.260    -18.500     25.270
   9571.430      1.654      1.721    132.920     61.480     99.140     26.970    -17.210     27.030
   9585.710      2.367      2.561    133.280     61.280     99.490     26.870    -14.850     26.370
   9600.000      5.414      8.169    133.650     61.090     99.870     27.660    -14.990     24.280
   9614.290      2.245      2.551    133.980     60.910    100.120     29.180    -11.610     25.040
   9628.570      1.959      2.140    134.390     60.760    100.480     26.500    -13.630     26.190
   9642.860      1.964      2.136    134.820     60.590    100.830     29.330    -13.470     24.650
   9657.140      1.592      1.761    135.250     60.440    101.210     30.520    -12.500     25.190
   9671.430      1.936      2.091    135.680     60.240    101.570     26.600    -13.790     24.960
   9685.710      2.263      2.525    136.140     60.070    101.910     29.710    -13.110     24.680
   9700.000      5.855      8.909    136.630     59.810    102.250     33.700    -11.500     22.760
   9714.290      2.024      2.136    137.020     59.670    102.530     29.110    -14.740     22.090
   9728.570      1.967      2.163    137.470     59.450    102.890     29.250    -15.020     21.910
   9742.860      5.700      8.793    137.930     59.240    103.320     31.770    -12.790     24.480
   9757.140      5.162      7.693    138.380     59.020    103.620     32.190    -16.920     24.560
   9771.430      2.074      2.193    138.810     58.810    103.930     32.080    -18.650     25.770
   9785.710      1.891      1.995    139.240     58.550    104.270     32.120    -17.940     24.950
   9800.000      5.648      8.732    139.700     58.280    104.680     31.340    -16.210     26.140
   9814.290      5.356      8.425    140.160     58.010    104.980     32.930    -15.590     23.710
   9828.570      5.411      8.466    140.660     57.770    105.370     32.700    -18.130     24.660
   9842.860      2.197      2.455    141.170     57.560    105.740     35.090    -15.150     29.990
   9857.140      6.527     10.213    141.640     57.250    106.120     35.830    -16.290     25.750
   9871.430      7.027     10.574    142.130     57.010    106.510     34.170    -16.790     27.650
   9885.710      1.603      1.784    142.610     56.790    106.890     35.740    -17.950     26.780
   9900.000      5.683      8.898    143.140     56.530    107.340     37.440    -18.120     30.620
   9914.290      2.149      2.418    143.690     56.260    107.740     36.630    -18.820     32.010
   9928.570      4.548      6.595    144.200     55.960    108.100     36.790    -17.190     29.820
   9942.860      6.997     11.208    144.700     55.600    108.570     36.990    -16.820     30.690
   9957.140      5.674      9.089    145.200     55.310    108.900     38.140    -18.440     30.040
   9971.430      5.140      7.736    145.780     55.050    109.330     38.340    -20.340     30.030
   9985.710      5.188      8.629    146.310     54.730    109.750     38.640    -22.010     32.530
  10000.000      1.655      1.787    146.820     54.370    110.120     38.240    -19.820     31.600
  10014.300      5.773      9.189    147.360     54.020    110.590     36.340    -22.680     29.950
  10028.600      1.744      1.842    147.870     53.730    110.990     37.350    -21.840     30.340
  10042.900      1.604      1.770    148.380     53.390    111.410     35.140    -21.800     29.040
  10057.100      5.806      9.334    148.870     53.020    111.840     34.540    -20.250     31.460
  10071.400      2.067      2.329    149.400     52.760    112.310     35.940    -21.790     31.560
  10085.700      1.644      1.801    149.900     52.460    112.750     37.500    -20.570     32.360
  10100.000      2.052      2.210    150.420     52.160    113.180     35.810    -20.570     31.180
  10114.300      1.962      2.074    150.910     51.880    113.680     33.110    -20.560     31.110
  10128.600      2.059      2.270    151.420     51.600    114.160     31.520    -20.240     32.440
  10142.900      1.680      1.904    151.840     51.280    114.630     31.220    -19.680     34.860
  10157.100      1.749      1.891    152.310     51.040    115.160     30.270    -19.270     34.230
  10171.400      1.797      1.960    152.760     50.760    115.630     29.890    -20.010     35.710
  10185.700      1.418      1.510    153.190     50.510    116.110     30.710    -17.260     32.700
  10200.000     26.900     45.147    153.970     50.540    116.720     33.070    -17.160     32.630
  10214.300     28.126     46.372    154.420     50.380    117.330     33.160    -17.850     32.480
  10228.600      1.715      1.883    154.580     49.710    117.440     31.260    -18.120     31.250
  10242.900      1.853      2.010    155.080     49.490    117.910     31.740    -16.930     31.690
  10257.100      0.123      0.404    155.530     49.260    118.380     32.300    -18.370     31.910
  10271.400     22.652     37.885    156.120     49.100    119.110     32.620    -17.180     32.320
  10285.700      1.705      1.843    156.470     48.740    119.280     33.250    -18.390     32.040
  10300.000      1.758      1.925    156.920     48.470    119.670     31.860    -17.490     31.030
  10314.300      1.527      1.595    157.370     48.210    120.090     31.390    -16.260     31.290
  10328.600      2.002      2.182    157.890     48.000    120.570     34.720    -17.770     31.560
  10342.900      1.689      1.840    158.400     47.750    121.030     33.380    -18.010     31.030
  10357.100      1.647      1.753    158.870     47.480    121.460     34.080    -16.880     30.060
  10371.400      1.701      1.873    159.370     47.250    121.890     34.030    -18.280     26.300
  10385.700      2.026      2.259    159.820     46.940    122.230     31.190    -19.490     26.320
  10400.000      1.726      1.911    160.310     46.700    122.660     34.090    -18.830     26.050
  10414.300      1.702      1.891    160.790     46.370    123.020     34.690    -21.530     28.450
  10428.600      6.301      9.854    161.270     46.100    123.510     34.160    -19.610     24.360
  10442.900      5.923      9.552    161.720     45.720    123.790     32.330    -23.350     23.330
  10457.100      6.795     10.725    162.190     45.410    124.190     33.110    -24.060     24.780
  10471.400      1.620      1.757    162.680     45.060    124.490     30.950    -26.240     24.600
  10485.700      1.973      2.234    163.160     44.660    124.860     32.100    -26.900     24.440
  10500.000      5.997      9.327    163.550     44.290    125.220     29.730    -26.770     20.320
  10514.300      1.596      1.783    164.010     43.910    125.540     31.630    -26.750     21.030
  10528.600      1.884      2.158    164.500     43.520    125.920     29.360    -28.430     22.280
  10542.900      1.777      1.931    164.940     43.100    126.230     28.110    -28.710     21.370
  10557.100      1.694      1.882    165.370     42.680    126.520     29.430    -30.220     20.330
  10571.400      1.540      1.693    165.820     42.260    126.810     32.260    -31.840     18.150
  10585.700      1.713      1.828    166.250     41.790    127.050     31.750    -28.820     19.230
  10600.000      1.748      1.899    166.690     41.360    127.310     32.010    -30.240     17.250
  10614.300      1.779      1.951    167.140     40.940    127.580     31.550    -30.500     15.410
  10628.600      1.648      1.836    167.580     40.510    127.850     31.780    -30.100     18.200
  10642.900      1.884      2.067    168.060     40.090    128.140     30.770    -31.560     17.370
  10657.100      1.659      1.762    168.460     39.690    128.420     29.050    -30.800     16.920
  10671.400      1.537      1.697    168.890     39.260    128.650     29.910    -28.270     18.450
  10685.700      1.631      1.796    169.350     38.850    128.960     31.600    -30.260     14.840
  10700.000      1.971      2.211    169.740     38.440    129.180     29.900    -29.510     17.270
  10714.300      1.723      1.905    170.170     38.030    129.460     29.150    -30.450     17.720
  10728.600      1.795      1.928    170.600     37.620    129.740     28.330    -27.830     19.850
  10742.900      1.779      1.964    171.020     37.250    129.980     27.190    -27.660     17.760
  10757.100      1.681      1.900    171.370     36.850    130.250     25.240    -25.750     18.290
  10771.400      1.717      1.907    171.750     36.500    130.550     27.000    -26.480     17.030
  10785.700      1.724      1.881    172.130     36.150    130.840     25.140    -23.910     18.390
  10800.000      1.749      1.944    172.460     35.770    131.110     26.660    -25.200     18.820
  10814.300      1.795      1.941    172.860     35.490    131.440     26.560    -22.670     19.600
  10828.600      1.820      2.014    173.230     35.170    131.720     25.420    -21.260     19.310
  10842.900      1.805      1.977    173.540     34.780    131.950     25.530    -22.290     20.220
  10857.100      1.882      2.063    173.980     34.550    132.320     25.960    -20.510     18.630
  10871.400      1.706      1.846    174.320     34.250    132.550     26.210    -18.650     20.610
  10885.700      2.036      2.230    174.730     33.990    132.850     27.870    -17.260     21.590
  10900.000      1.830      2.022    175.110     33.750    133.150     29.250    -16.360     23.960
  10914.300      1.893      1.994    175.520     33.480    133.470     27.110    -16.670     23.280
  10928.600      1.817      2.042    175.960     33.240    133.800     30.390    -17.490     24.210
  10942.900      1.620      1.769    176.400     33.000    134.190     29.620    -19.820     25.680
  10957.100      1.784      1.964    176.800     32.720    134.520     30.280    -16.650     25.110
  10971.400      1.842      2.046    177.310     32.530    134.940     32.770    -16.150     26.150
  10985.700      1.784      2.002    177.710     32.270    135.270     31.900    -15.100     25.190
  11000.000      6.224     10.020    178.170     32.080    135.700     31.860    -17.320     27.230
  11014.300      6.110      9.730    178.620     31.850    136.020     31.020    -15.880     26.860
  11028.600      1.746      1.963    179.050     31.590    136.390     32.010    -17.530     27.980
  11042.900      6.737     10.823    179.540     31.370    136.820     31.220    -17.500     28.000
  11057.100      6.091      9.449    179.980     31.120    137.210     30.540    -19.960     28.610
  11071.400      6.309     10.500    180.380     30.850    137.650     30.370    -20.470     27.000
  11085.700      6.475     10.285    180.790     30.560    137.990     28.650    -22.280     27.920
  11100.000      6.703     10.967    181.180     30.290    138.380     29.590    -20.280     27.820
  11114.300      1.902      2.120    181.600     29.930    138.690     30.030    -21.040     27.160
  11128.600      6.094      9.903    181.990     29.630    139.080     28.870    -22.450     27.440
  11142.900      1.888      2.102    182.440     29.360    139.510     29.560    -21.890     29.000
  11157.100      6.662     10.567    182.840     29.090    139.870     29.860    -20.270     29.390
  11171.400      1.795      1.938    183.280     28.780    140.310     28.330    -23.550     25.970
  11185.700      7.031     11.175    183.630     28.410    140.710     28.840    -23.880     28.900
  11200.000      6.626     10.791    184.140     28.140    141.070     28.970    -21.940     29.530
  11214.300      6.743     10.624    184.500     27.790    141.460     29.820    -22.440     28.920
  11228.600      6.290      9.932    185.040     27.540    141.890     30.390    -22.320     29.050
  11242.900      1.775      1.991    185.410     27.280    142.310     28.440    -21.040     27.480
  11257.100      1.832      2.004    185.820     26.960    142.700     30.070    -20.340     29.240
  11271.400      6.035      9.556    186.210     26.650    143.050     28.660    -20.200     26.690
  11285.700      4.806      7.292    186.610     26.400    143.410     29.370    -18.310     28.480
  11300.000      5.880      9.272    187.070     26.140    143.800     27.450    -19.000     24.880
  11314.300      1.900      2.115    187.440     25.880    144.210     28.260    -19.540     25.060
  11328.600      6.191      9.490    187.890     25.520    144.540     27.670    -22.250     24.130
  11342.900      6.729     11.047    188.250     25.170    144.930     26.110    -20.300     26.800
  11357.100      5.600      8.997    188.680     24.890    145.310     29.570    -22.690     27.770
  11371.400      1.923      2.230    189.110     24.630    145.720     30.350    -21.920     28.560
  11385.700      1.794      1.963    189.560     24.310    146.100     27.850    -21.570     24.990
  11400.000      1.923      2.140    189.950     23.980    146.470     31.650    -22.380     28.740
  11414.300      1.984      2.261    190.390     23.670    146.870     27.930    -21.020     26.770
  11428.600      2.008      2.221    190.810     23.400    147.230     31.410    -18.940     26.690
  11442.900      2.051      2.245    190.860     23.420    147.270     30.820    -19.940     26.290
