#         t          m          r          x          y          z         vx         vy         vz
   1528.570      0.762      0.716   -287.390    498.740   -208.640     56.010    -61.550     63.990
   1542.860      0.578      0.639   -286.550    497.840   -207.740     57.350    -60.450     63.650
   1557.140      0.631      0.668   -285.720    496.960   -206.780     58.910    -61.390     62.460
   1571.430      0.503      0.594   -284.890    496.040   -205.840     57.820    -62.050     63.330
   1585.710      0.503      0.587   -284.040    495.150   -204.930     59.710    -61.070     63.660
   1600.000      0.588      0.633   -283.240    494.300   -204.060     58.960    -61.260     61.860
   1614.290      5.198      3.456   -282.350    493.420   -203.170     59.450    -62.960     64.700
   1628.570      4.560      2.937   -281.470    492.530   -202.290     60.310    -62.600     63.900
   1642.860     17.740     15.643   -280.420    491.620   -201.500     62.490    -64.150     65.500
   1657.140     16.862     14.745   -279.540    490.710   -200.570     63.270    -63.930     65.230
   1671.430     19.471     16.684   -278.510    489.770   -199.700     66.100    -64.450     64.600
   1685.710     20.205     17.557   -277.550    488.830   -198.760     65.700    -66.730     66.220
   1700.000     17.145     14.568   -276.630    487.950   -197.890     67.000    -66.100     64.920
   1714.290     16.963     15.060   -275.640    486.980   -196.980     69.690    -68.000     66.760
   1728.570     17.794     15.432   -274.620    485.990   -195.980     69.600    -66.730     65.950
   1742.860     19.432     16.939   -273.520    485.000   -195.050     71.190    -68.110     68.060
   1757.140     18.572     16.450   -272.540    484.030   -194.070     71.250    -69.070     67.050
   1771.430      6.488      4.604   -271.420    482.990   -193.100     73.000    -70.550     69.110
   1785.710      4.916      3.397   -270.370    482.040   -192.150     73.550    -69.500     68.920
   1800.000      4.895      3.225   -269.280    481.090   -191.240     75.590    -71.020     69.360
   1814.290      4.453      2.896   -268.220    480.050   -190.210     74.510    -70.900     69.560
   1828.570      5.007      3.244   -267.150    479.050   -189.230     74.520    -70.190     70.990
   1842.860      4.175      2.638   -266.070    478.090   -188.250     75.400    -71.580     70.240
   1857.140      0.645      0.690   -264.960    477.100   -187.310     76.400    -72.760     71.000
   1871.430      5.314      3.579   -263.900    476.090   -186.310     77.630    -71.630     72.270
   1885.710      4.329      2.757   -262.760    475.090   -185.300     77.720    -72.350     73.320
   1900.000      4.476      2.879   -261.610    474.100   -184.330     78.280    -73.390     73.680
   1914.290      4.495      2.874   -260.460    473.040   -183.270     76.620    -72.760     74.100
   1928.570      4.410      2.718   -259.380    472.050   -182.280     78.110    -72.750     73.550
   1942.860      4.351      2.793   -258.230    470.990   -181.290     79.380    -74.650     73.310
   1957.140      4.512      2.904   -257.110    469.930   -180.240     77.250    -73.500     74.310
   1971.430      1.241      0.969   -256.010    468.890   -179.190     78.160    -76.350     74.740
   1985.710      4.708      3.081   -254.890    467.840   -178.220     79.130    -75.510     72.890
   2000.000      4.934      3.228   -253.770    466.790   -177.230     78.510    -74.530     73.830
   2014.290      5.047      3.360   -252.680    465.760   -176.200     78.790    -75.260     73.450
   2028.570      4.818      3.076   -251.520    464.670   -175.200     79.890    -77.450     73.880
   2042.860      4.494      2.854   -250.410    463.590   -174.190     80.150    -77.470     73.040
   2057.140      4.394      2.823   -249.250    462.490   -173.180     80.700    -78.620     74.650
   2071.430      0.531      0.615   -248.080    461.390   -172.110     81.070    -79.160     74.760
   2085.710      0.446      0.571   -246.940    460.280   -171.080     82.690    -79.190     74.190
   2100.000      0.624      0.681   -245.750    459.150   -170.020     83.310    -81.140     75.140
   2114.290      0.611      0.669   -244.610    457.980   -168.920     81.690    -80.470     74.910
   2128.570      0.563      0.635   -243.440    456.890   -167.880     83.470    -80.310     75.020
   2142.860      4.720      3.067   -242.260    455.790   -166.870     83.160    -81.980     76.930
   2157.140      4.493      2.862   -241.110    454.660   -165.810     83.530    -81.150     77.270
   2171.430      4.530      2.881   -239.940    453.550   -164.790     85.140    -81.900     75.910
   2185.710      4.204      2.716   -238.770    452.430   -163.770     85.840    -81.820     75.090
   2200.000      4.188      2.710   -237.530    451.250   -162.750     85.630    -82.590     75.730
   2214.290      4.645      2.891   -236.330    450.150   -161.760     85.920    -82.560     74.000
   2228.570      5.048      3.282   -235.120    448.990   -160.720     86.270    -81.430     73.520
   2242.860      5.217      3.366   -233.860    447.860   -159.700     87.910    -82.810     74.200
   2257.140     17.399     14.966   -232.630    446.660   -158.660     89.060    -83.430     74.230
   2271.430     14.579     13.159   -231.390    445.550   -157.640     90.460    -82.980     72.360
   2285.710     14.527     12.657   -230.180    444.370   -156.590     90.120    -83.960     71.480
   2300.000     17.976     15.457   -228.900    443.120   -155.480     89.290    -84.970     73.340
   2314.290      4.551      2.961   -227.560    442.010   -154.570     92.780    -85.340     71.420
   2328.570      5.060      3.294   -226.250    440.800   -153.540     94.270    -86.920     72.640
   2342.860      4.352      2.834   -224.940    439.590   -152.530     95.240    -87.710     73.770
   2357.140      4.904      3.171   -223.630    438.330   -151.480     94.290    -89.220     72.200
   2371.430      4.497      2.894   -222.310    437.060   -150.460     93.610    -90.520     74.000
   2385.710      4.515      2.932   -221.030    435.780   -149.390     92.490    -90.940     73.820
   2400.000      4.243      2.654   -219.760    434.450   -148.320     91.560    -92.580     74.620
   2414.290      4.411      2.826   -218.530    433.140   -147.220     89.610    -92.220     73.620
   2428.570      4.544      2.903   -217.310    431.840   -146.180     91.350    -92.950     71.850
   2442.860      4.598      2.972   -216.080    430.550   -145.120     90.140    -92.180     71.860
   2457.140      4.653      2.994   -214.840    429.250   -144.060     88.570    -93.060     73.710
   2471.430      4.929      3.179   -213.570    427.940   -143.050     89.490    -94.010     73.690
   2485.710      4.638      2.986   -212.300    426.600   -141.990     92.140    -94.830     72.760
   2500.000      4.469      2.858   -211.060    425.300   -140.950     93.150    -95.730     73.160
   2514.290      4.512      2.927   -209.800    423.940   -139.870     91.660    -95.080     72.840
   2528.570      4.571      2.937   -208.500    422.580   -138.820     93.270    -95.930     73.060
   2542.860      4.540      2.920   -207.210    421.200   -137.720     92.030    -96.070     75.370
   2557.140      4.514      2.844   -205.910    419.910   -136.720     95.470    -97.840     73.980
   2571.430      4.526      2.960   -204.620    418.500   -135.610     94.760    -97.210     73.430
   2585.710      0.554      0.612   -203.360    417.140   -134.570     93.740    -98.770     73.110
   2600.000      1.295      1.038   -201.990    415.780   -133.580     93.610    -98.870     74.210
   2614.290      0.479      0.595   -200.730    414.380   -132.470     94.270    -98.550     73.080
   2628.570      0.560      0.623   -199.410    413.000   -131.420     94.050    -97.600     73.000
   2642.860      0.475      0.591   -198.090    411.610   -130.380     94.030    -97.710     73.020
   2657.140      0.421      0.559   -196.710    410.200   -129.310     95.200    -99.460     74.470
   2671.430      0.539      0.634   -195.370    408.770   -128.230     95.160    -99.260     74.900
   2685.710      4.618      3.000   -194.000    407.320   -127.100     94.360    -98.220     73.800
   2700.000      4.734      2.995   -192.660    405.930   -126.030     95.820    -99.210     74.200
   2714.290      4.778      2.982   -191.340    404.490   -124.940     94.940    -99.760     72.720
   2728.570      4.378      2.771   -190.010    403.030   -123.830     95.650   -100.770     73.210
   2742.860      4.874      3.094   -188.640    401.570   -122.720     97.280   -101.680     75.080
   2757.140      4.964      3.189   -187.330    400.130   -121.580     95.670   -100.420     75.190
   2771.430      4.691      2.997   -186.020    398.700   -120.460     96.660   -101.640     75.110
   2785.710      4.285      2.705   -184.640    397.220   -119.340     95.250   -102.270     76.270
   2800.000      4.601      2.966   -183.300    395.770   -118.250     96.350   -102.880     76.930
   2814.290      4.548      2.898   -182.030    394.320   -117.120     96.940   -102.250     75.960
   2828.570      5.193      3.400   -180.690    392.870   -116.010     97.540   -103.130     74.800
   2842.860      4.941      3.175   -179.330    391.360   -114.850     95.480   -104.300     77.590
   2857.140      4.266      2.734   -178.040    389.880   -113.710     97.460   -103.930     76.150
   2871.430      1.250      0.998   -176.690    388.370   -112.550     95.830   -103.490     76.760
   2885.710      0.684      0.688   -175.370    386.900   -111.420     96.630   -105.490     76.490
   2900.000      0.510      0.607   -174.040    385.350   -110.240     97.600   -104.520     76.040
   2914.290      0.537      0.622   -172.680    383.900   -109.210     97.480   -105.170     75.300
   2928.570      0.480      0.601   -171.330    382.390   -108.070     97.280   -105.030     74.940
   2942.860      0.539      0.617   -169.990    380.880   -106.960     98.450   -105.870     75.840
   2957.140      0.537      0.647   -168.570    379.330   -105.860     99.350   -107.660     76.110
   2971.430      0.500      0.605   -167.210    377.810   -104.700     97.760   -107.970     75.340
   2985.710      0.489      0.615   -165.790    376.200   -103.580     97.420   -109.780     77.570
   3000.000      0.458      0.599   -164.420    374.590   -102.430     98.120   -110.390     77.180
   3014.290      0.598      0.682   -163.050    372.970   -101.260     98.010   -110.850     78.350
   3028.570      1.105      0.946   -161.670    371.370   -100.120     99.130   -112.880     77.360
   3042.860      1.145      0.940   -160.270    369.750    -98.950     98.730   -111.500     77.610
   3057.140      0.514      0.623   -158.830    368.100    -97.720    101.490   -113.050     78.880
   3071.430      0.614      0.663   -157.380    366.440    -96.530     99.390   -111.770     80.170
   3085.710      0.697      0.711   -155.900    364.780    -95.360    101.910   -113.530     80.710
   3100.000      0.661      0.701   -154.430    363.100    -94.140    104.060   -114.220     80.170
   3114.290      0.594      0.667   -152.960    361.440    -92.950    103.320   -114.590     80.260
   3128.570      3.944      2.483   -151.480    359.770    -91.740    105.010   -116.750     79.330
   3142.860      0.572      0.665   -150.030    358.030    -90.470    102.720   -117.560     80.490
   3157.140      4.529      2.942   -148.590    356.320    -89.280    104.230   -118.480     80.700
   3171.430      0.419      0.576   -147.090    354.590    -88.040    105.220   -119.700     81.790
   3185.710      0.526      0.622   -145.710    352.890    -86.830    103.710   -118.680     79.290
   3200.000      0.599      0.665   -144.250    351.140    -85.590    103.340   -120.470     80.970
   3214.290      0.534      0.635   -142.790    349.430    -84.410    104.700   -120.330     79.820
   3228.570      0.726      0.720   -141.330    347.690    -83.250    104.710   -121.930     81.920
   3242.860      0.396      0.554   -139.860    345.900    -81.990    104.580   -123.150     82.340
   3257.140      0.633      0.691   -138.320    344.110    -80.830    104.950   -125.110     83.780
   3271.430      0.456      0.576   -136.820    342.270    -79.540    106.610   -125.890     84.030
   3285.710      0.501      0.611   -135.270    340.430    -78.300    108.850   -128.750     84.240
   3300.000      0.659      0.727   -133.680    338.510    -77.050    109.000   -131.260     86.790
   3314.290      0.447      0.582   -132.150    336.570    -75.720    108.680   -131.920     87.370
   3328.570      0.388      0.552   -130.620    334.650    -74.380    109.150   -131.470     85.300
   3342.860      0.856      0.791   -129.050    332.670    -73.080    110.970   -132.600     85.950
   3357.140      0.424      0.570   -127.470    330.710    -71.770    111.910   -134.340     86.690
   3371.430      4.483      2.833   -125.900    328.790    -70.490    113.270   -135.830     85.540
   3385.710      0.466      0.587   -124.300    326.790    -69.170    113.120   -136.780     85.540
   3400.000      0.500      0.593   -122.680    324.800    -67.930    115.010   -137.700     84.200
   3414.290      0.501      0.613   -121.000    322.760    -66.670    114.860   -141.460     86.110
   3428.570      0.637      0.704   -119.330    320.700    -65.460    114.780   -143.860     85.560
   3442.860      0.579      0.666   -117.640    318.590    -64.180    116.550   -146.040     86.440
   3457.140      4.802      3.076   -115.950    316.440    -62.930    118.010   -148.770     86.420
   3471.430      4.687      2.997   -114.290    314.260    -61.640    117.920   -150.350     86.490
   3485.710      4.620      2.956   -112.540    312.020    -60.400    117.160   -154.790     87.700
   3500.000      4.738      3.077   -110.860    309.780    -59.120    119.410   -157.570     86.220
   3514.290      4.942      3.160   -109.180    307.480    -57.870    117.130   -161.010     87.280
   3528.570      4.936      3.092   -107.480    305.100    -56.570    117.220   -162.820     88.060
   3542.860      5.432      3.561   -105.760    302.710    -55.300    117.780   -166.120     90.430
   3557.140      4.779      3.061   -104.010    300.300    -54.020    118.570   -167.050     88.450
   3571.430     19.184     16.468   -102.290    297.850    -52.740    116.160   -168.790     89.540
   3585.710     15.982     14.038   -100.560    295.370    -51.440    117.130   -171.890     89.570
   3600.000     18.084     15.536    -98.830    292.900    -50.170    117.750   -174.310     88.970
   3614.290     18.280     15.723    -97.090    290.380    -48.980    117.210   -177.040     87.610
   3628.570     18.484     16.350    -95.390    287.810    -47.700    120.370   -179.060     86.600
   3642.860     19.156     16.395    -93.680    285.240    -46.470    121.120   -181.660     86.170
   3657.140      0.607      0.678    -91.760    282.440    -45.070    120.150   -184.920     85.750
   3671.430      0.590      0.658    -90.010    279.740    -43.870    121.110   -187.700     84.060
   3685.710      0.608      0.670    -88.250    277.020    -42.680    120.690   -190.950     82.600
   3700.000      0.427      0.582    -86.450    274.220    -41.470    122.090   -195.910     82.700
   3714.290      5.096      3.198    -84.690    271.420    -40.330    121.500   -198.820     81.750
   3728.570      0.563      0.653    -82.930    268.530    -39.220    123.150   -203.680     79.450
   3742.860      4.555      2.886    -81.090    265.550    -38.090    122.790   -208.680     79.520
   3757.140     18.911     16.357    -79.280    262.600    -37.160    122.160   -214.520     77.630
   3771.430     21.340     18.104    -77.450    259.550    -36.210    123.470   -220.760     72.730
   3785.710     15.751     13.748    -75.630    256.270    -35.070    123.510   -227.380     71.160
   3800.000      4.615      2.954    -73.890    252.940    -34.000    122.190   -230.940     69.590
   3814.290      4.980      3.128    -72.100    249.600    -33.070    123.540   -238.620     65.820
   3828.570      4.917      3.221    -70.270    246.140    -32.200    124.070   -246.010     64.180
   3842.860      4.023      2.537    -68.430    242.600    -31.400    124.540   -251.600     58.960
   3857.140      4.823      3.031    -66.670    238.990    -30.640    121.270   -259.160     52.980
   3871.430      4.890      3.122    -64.870    235.230    -29.980    121.140   -269.050     47.650
   3885.710      4.637      2.890    -63.110    231.330    -29.400    116.180   -277.080     40.970
   3900.000      3.959      2.475    -61.400    227.320    -28.920    111.680   -286.160     34.980
   3914.290      3.827      2.443    -59.780    223.170    -28.530    103.640   -294.680     26.180
   3928.570      5.028      3.151    -58.330    218.950    -28.320     95.640   -299.940     13.910
   3942.860      3.882      2.472    -56.980    214.670    -28.320     87.640   -303.730     -1.460
   3957.140      3.663      2.272    -55.800    210.330    -28.470     75.540   -304.470    -15.140
   3971.430      4.593      2.869    -54.840    206.030    -28.820     63.900   -302.210    -29.660
   3985.710     17.368     14.139    -54.060    201.880    -29.320     53.400   -295.590    -42.730
   4000.000     18.393     14.236    -53.390    197.780    -30.010     44.150   -286.630    -52.510
   4014.290     14.833     12.016    -52.780    193.820    -30.940     36.480   -279.190    -59.090
   4028.570     13.490     11.038    -52.360    190.000    -31.890     29.200   -267.980    -64.740
   4042.860      0.248      0.460    -52.050    186.450    -33.030     23.860   -255.250    -66.440
   4057.140      0.602      0.676    -51.790    183.030    -34.080     20.900   -244.150    -68.710
   4071.430      0.258      0.467    -51.560    179.710    -35.090     18.180   -232.690    -68.640
   4085.710      0.494      0.608    -51.360    176.570    -36.090     16.970   -219.940    -67.810
   4100.000      3.439      2.115    -51.160    173.590    -37.100     17.260   -212.470    -65.560
   4114.290      3.630      2.244    -51.020    170.710    -38.060     16.920   -201.590    -65.120
   4128.570      4.001      2.522    -50.870    167.920    -38.950     18.280   -193.880    -62.810
   4142.860      4.010      2.482    -50.690    165.240    -39.820     20.440   -186.200    -59.120
   4157.140      3.685      2.267    -50.490    162.670    -40.620     21.200   -178.610    -56.670
   4171.430      0.196      0.439    -50.270    160.220    -41.410     22.030   -173.970    -51.680
   4185.710      0.532      0.639    -50.080    157.870    -42.150     23.300   -167.850    -49.010
   4200.000      0.291      0.479    -49.810    155.540    -42.850     22.920   -164.170    -45.630
   4214.290      0.426      0.585    -49.540    153.310    -43.540     26.210   -159.580    -41.700
   4228.570      0.465      0.597    -49.310    151.110    -44.090     24.970   -153.300    -37.340
   4242.860      0.479      0.604    -48.940    148.970    -44.640     26.840   -149.080    -33.440
   4257.140      0.393      0.554    -48.650    146.840    -45.120     25.200   -144.570    -32.550
   4271.430      0.487      0.607    -48.330    144.810    -45.540     27.020   -141.450    -28.990
   4285.710      0.394      0.573    -48.030    142.820    -45.920     27.200   -136.010    -25.600
   4300.000      0.605      0.695    -47.720    140.870    -46.190     24.290   -133.030    -23.280
   4314.290      0.400      0.588    -47.480    139.010    -46.450     25.380   -127.760    -22.450
   4328.570      0.529      0.654    -47.220    137.220    -46.720     26.430   -124.450    -18.340
   4342.860      0.586      0.674    -46.990    135.530    -46.880     26.020   -120.300    -16.230
   4357.140      0.573      0.675    -46.760    133.840    -47.070     25.540   -115.110    -14.640
   4371.430      0.799      0.782    -46.530    132.260    -47.260     25.410   -111.980    -14.630
   4385.710      0.765      0.767    -46.270    130.740    -47.500     23.100   -109.260    -11.740
   4400.000      0.941      0.872    -46.060    129.230    -47.630     23.710   -106.540    -10.180
   4414.290      0.693      0.718    -45.800    127.740    -47.790     24.300   -102.940     -8.880
   4428.570      0.737      0.757    -45.560    126.300    -47.870     22.260    -99.820     -4.520
   4442.860      0.839      0.814    -45.390    124.910    -47.940     22.000    -95.290     -5.420
   4457.140      0.892      0.826    -45.150    123.570    -48.010     22.840    -93.510     -4.770
   4471.430      0.963      0.876    -44.910    122.280    -48.070     22.590    -89.630     -3.130
   4485.710      0.884      0.857    -44.700    121.060    -48.090     23.760    -85.470     -2.350
   4500.000      0.910      0.842    -44.410    119.820    -48.090     23.270    -83.010      0.330
   4514.290      0.980      0.894    -44.210    118.640    -48.090     21.780    -80.750     -1.260
   4528.570      1.257      1.036    -43.990    117.470    -48.050     19.320    -77.420      0.900
   4542.860      1.016      0.913    -43.790    116.450    -48.110     21.420    -74.730     -0.090
   4557.140      1.156      0.979    -43.530    115.370    -48.090     20.160    -71.470      2.390
   4571.430      1.220      1.008    -43.310    114.360    -48.050     19.200    -67.450      4.600
   4585.710      1.216      1.004    -43.080    113.460    -48.020     19.170    -64.460      4.490
   4600.000      1.081      0.947    -42.840    112.550    -47.970     19.320    -61.540      5.190
   4614.290      1.166      0.966    -42.660    111.650    -47.860     17.960    -58.140      4.960
   4628.570      1.168      0.965    -42.350    110.770    -47.750     19.940    -58.530      9.070
   4642.860      1.271      1.043    -42.120    109.950    -47.590     18.320    -54.730      7.920
   4657.140      1.373      1.074    -41.920    109.130    -47.410     17.800    -51.870      9.230
   4671.430      1.541      1.175    -41.740    108.370    -47.200     17.280    -49.750      8.730
   4685.710      1.248      1.046    -41.580    107.610    -46.990     16.390    -48.320     10.480
   4700.000      1.173      0.990    -41.430    106.930    -46.780     17.810    -46.540     11.100
   4714.290      1.391      1.097    -41.240    106.260    -46.540     18.080    -43.140     11.730
   4728.570      1.460      1.098    -41.090    105.660    -46.320     17.470    -40.240     11.990
   4742.860      1.599      1.199    -40.920    105.080    -46.110     17.790    -37.430     11.210
   4757.140      1.401      1.107    -40.750    104.540    -45.890     16.180    -36.480     11.830
   4771.430      1.916      1.341    -40.550    104.050    -45.730     16.740    -33.590     12.050
   4785.710      1.563      1.171    -40.340    103.610    -45.590     15.610    -32.220     12.930
   4800.000      1.552      1.169    -40.180    103.140    -45.380     17.780    -28.760     11.280
   4814.290      2.056      1.413    -39.970    102.670    -45.170     17.710    -28.040     13.110
   4828.570      1.689      1.216    -39.760    102.270    -44.970     17.640    -24.890     13.940
   4842.860      1.442      1.118    -39.520    101.880    -44.730     17.600    -22.510     14.440
   4857.140      1.546      1.154    -39.360    101.520    -44.480     18.670    -21.130     14.340
