#         t          m          r          x          y          z         vx         vy         vz
   4871.430      1.793      1.287    -39.120    101.160    -44.220     18.260    -18.050     15.160
   4885.710      1.705      1.255    -38.910    100.880    -43.980     19.660    -15.820     14.650
   4900.000      1.891      1.321    -38.690    100.600    -43.730     17.900    -13.900     13.250
   4914.290      2.016      1.411    -38.430    100.350    -43.470     17.400    -11.760     15.790
   4928.570      1.484      1.146    -38.230    100.190    -43.240     18.440    -10.430     15.650
   4942.860      2.380      1.622    -37.970     99.970    -42.920     18.920     -9.610     15.600
   4957.140      1.589      1.208    -37.720     99.840    -42.660     18.870     -7.040     16.840
   4971.430      1.875      1.318    -37.480     99.730    -42.380     19.070     -5.810     17.010
   4985.710      1.824      1.294    -37.220     99.660    -42.080     18.910     -3.680     20.120
   5000.000      7.893      5.864    -36.960     99.600    -41.760     19.790     -2.390     19.670
   5014.290      2.659      1.736    -36.670     99.540    -41.420     19.700     -0.430     21.180
   5028.570      8.885      6.924    -36.360     99.560    -41.130     19.890      0.440     20.870
   5042.860      9.705      7.797    -36.080     99.530    -40.760     20.300      2.990     22.760
   5057.140      2.807      1.803    -35.770     99.500    -40.400     19.360      4.030     22.990
   5071.430      8.476      6.514    -35.570     99.620    -40.040     20.930      6.370     22.270
   5085.710      9.990      8.637    -35.240     99.680    -39.690     20.740      9.560     22.920
   5100.000      8.429      6.811    -34.970     99.810    -39.330     23.060      9.330     23.800
   5114.290      8.574      6.727    -34.630     99.950    -39.000     23.210     11.950     24.330
   5128.570      9.827      7.938    -34.270    100.110    -38.650     23.320     13.410     26.480
   5142.860      8.989      7.020    -33.940    100.290    -38.280     23.660     14.980     26.120
   5157.140     10.383      8.761    -33.500    100.430    -37.860     24.930     15.580     29.250
   5171.430      8.905      6.818    -33.140    100.720    -37.550     26.290     17.850     27.640
   5185.710      2.282      1.518    -32.760    100.900    -37.090     25.180     18.330     29.550
   5200.000     11.725     10.076    -32.270    101.080    -36.610     25.940     19.250     30.650
   5214.290     11.762     10.216    -31.850    101.330    -36.160     26.340     20.760     32.490
   5228.570      2.564      1.688    -31.510    101.580    -35.680     24.570     21.890     35.140
   5242.860      2.219      1.473    -31.090    101.880    -35.180     26.300     24.020     35.230
   5257.140      3.067      1.941    -30.660    102.190    -34.630     25.880     26.810     35.480
   5271.430      2.531      1.676    -30.200    102.550    -34.120     25.890     26.930     37.110
   5285.710      3.122      1.992    -29.760    102.920    -33.570     25.770     29.160     37.120
   5300.000      2.574      1.664    -29.390    103.380    -33.060     28.200     32.000     37.160
   5314.290      2.417      1.632    -28.870    103.820    -32.520     28.230     33.640     39.650
   5328.570      2.113      1.472    -28.430    104.340    -32.000     29.350     34.610     39.380
   5342.860      3.342      2.092    -27.900    104.790    -31.390     30.210     36.510     41.190
   5357.140      2.925      1.887    -27.460    105.360    -30.830     29.270     37.910     41.490
   5371.430      2.384      1.565    -27.000    105.950    -30.310     31.200     41.460     41.070
   5385.710      2.668      1.741    -26.540    106.550    -29.740     32.430     43.200     41.780
   5400.000      2.413      1.619    -26.070    107.160    -29.090     32.330     45.330     43.250
   5414.290      2.735      1.746    -25.570    107.820    -28.520     33.900     45.170     45.770
   5428.570      2.510      1.645    -25.160    108.500    -27.890     33.940     48.680     45.370
   5442.860      3.583      2.267    -24.580    109.200    -27.320     34.810     47.630     46.840
   5457.140      2.394      1.619    -24.090    109.940    -26.730     35.340     49.700     49.600
   5471.430      2.792      1.786    -23.580    110.680    -26.130     35.700     52.240     48.550
   5485.710      2.497      1.632    -23.040    111.510    -25.570     39.730     54.970     48.800
   5500.000      2.397      1.580    -22.420    112.300    -24.930     38.300     55.450     52.120
   5514.290     12.983     11.437    -21.770    113.100    -24.170     38.010     59.330     53.210
   5528.570      2.658      1.707    -21.170    114.030    -23.530     41.160     61.840     55.150
   5542.860     11.416      9.908    -20.570    114.920    -22.740     42.760     64.100     56.890
   5557.140      3.358      2.154    -19.840    115.860    -21.980     43.080     65.620     59.590
   5571.430      2.701      1.723    -19.220    116.880    -21.210     45.400     68.660     60.280
   5585.710     52.327     67.916    -19.070    117.930    -19.940     44.290     73.940     60.540
   5600.000      2.877      1.836    -17.920    118.940    -19.430     45.780     76.550     62.530
   5614.290      2.497      1.649    -17.260    120.100    -18.520     46.770     77.670     66.820
   5628.570     50.261     64.941    -17.270    121.320    -17.350     47.110     82.980     68.370
   5642.860      2.626      1.699    -16.030    122.500    -16.580     49.520     85.940     69.890
   5657.140      8.172      6.147    -15.460    123.770    -15.540     49.260     89.750     71.770
   5671.430     35.679     38.401    -15.260    125.230    -14.480     50.080     94.560     73.050
   5685.710      2.605      1.736    -14.000    126.610    -13.620     54.340     99.570     76.300
   5700.000      1.535      1.182    -13.250    128.100    -12.500     54.970    104.240     79.740
   5714.290     53.229     69.013    -13.000    129.670    -11.360     60.770    110.450     80.040
   5728.570     50.530     64.490    -12.170    131.260    -10.200     63.390    117.110     82.810
   5742.860     35.379     37.625    -11.060    132.920     -8.960     65.800    122.920     87.270
   5757.140     51.687     65.590    -10.310    134.710     -7.750     70.910    130.910     89.980
   5771.430     52.480     66.182     -9.270    136.660     -6.460     76.010    138.190     95.860
   5785.710     41.521     45.699     -8.260    138.770     -5.190     81.360    146.940     98.890
   5800.000     48.345     56.668     -7.010    140.750     -3.660     88.100    156.760    105.980
   5814.290     46.598     52.049     -5.810    143.090     -2.190    102.200    169.820    113.360
   5828.570     48.213     54.588     -4.340    145.520     -0.510    119.410    186.290    124.450
   5842.860     55.711     69.456     -2.640    148.170      1.390    153.190    199.580    142.380
   5857.140     43.545     45.177     -0.340    150.770      3.280    196.940    148.020    134.900
   5871.430     52.731     61.046      2.090    152.640      4.880    184.610     95.720    111.770
   5885.710     56.171     71.571      4.420    154.090      6.180    165.950     66.310     95.000
   5900.000     42.751     40.760      6.990    155.250      7.490    144.720     47.920     82.010
   5914.290     51.463     55.106      8.760    156.120      8.380    131.610     32.960     71.190
   5928.570     51.111     54.635     10.600    156.800      9.210    120.050     20.220     64.680
   5942.860     49.034     49.467     12.400    157.300      9.980    109.360      8.500     60.100
   5957.140     49.512     50.306     13.880    157.660     10.630     97.380      1.220     57.320
   5971.430     52.724     56.382     15.220    157.870     11.220     81.060     -2.700     49.890
   5985.710     56.408     63.396     16.530    157.920     11.690     65.930     -5.320     45.340
   6000.000     52.701     54.270     17.650    157.900     12.180     50.930     -6.650     39.340
   6014.290     55.638     59.046     18.600    157.790     12.540     40.260     -7.580     35.110
   6028.570     49.617     47.597     19.700    157.420     13.090     28.370     -9.760     29.960
   6042.860     51.296     52.059     20.480    157.120     13.420     21.150    -13.780     26.590
   6057.140     46.859     45.832     21.460    156.750     13.720     13.790    -18.580     23.680
   6071.430     66.099     84.636     21.860    156.400     13.980      8.340    -21.290     22.200
   6085.710     58.193     63.800     22.420    155.790     14.310      2.850    -26.610     17.520
   6100.000      2.919      1.941     22.210    153.190     16.650     -5.210    -32.030     13.820
   6114.290      3.099      2.050     22.080    152.640     16.820     -9.240    -37.340     10.990
   6128.570     53.020     58.558     23.870    153.690     15.130    -11.530    -46.100     11.840
   6142.860      3.305      2.115     21.680    151.290     16.970    -16.650    -49.160      4.730
   6157.140      2.904      1.891     21.430    150.440     16.990    -21.770    -58.110      1.520
   6171.430      3.867      2.485     20.990    149.510     16.940    -25.690    -66.660     -3.300
   6185.710      2.591      1.744     20.450    148.410     16.810    -32.610    -76.780     -8.150
   6200.000      9.917      9.224     20.080    147.160     16.510    -40.320    -91.590    -17.070
   6214.290     10.160      9.387     19.330    145.620     16.100    -49.190   -113.090    -29.510
   6228.570     60.189     76.211     23.710    145.380     15.900    -72.780   -174.160    -44.770
   6242.860      0.107      0.415     17.490    141.160     14.060     -2.140    -96.810    -49.240
   6257.140      1.512      1.621     17.660    140.370     13.530     27.040    -44.960    -19.040
   6271.430      2.591      2.477     18.410    140.160     13.650     45.740    -18.690      7.740
   6285.710      0.070      0.357     19.310    140.240     14.410     54.290     -3.440     28.990
   6300.000     67.549     94.128     25.300    140.920     16.450     66.490     16.250     75.820
   6314.290     66.540     94.478     26.000    140.790     16.980     51.060     22.300     73.990
   6328.570      0.070      0.412     22.010    140.830     17.700     31.830     -9.320     11.730
   6342.860      0.015      0.254     22.340    139.830     17.450     33.770     -7.680     25.030
   6357.140      1.412      1.745     22.980    139.770     18.200     34.190     -4.690     36.580
   6371.430      0.108      0.487     23.570    139.480     18.740     34.970     -9.400     40.500
   6385.710      1.929      1.976     23.910    139.010     18.960     33.960    -10.350     46.520
   6400.000     15.027     17.993     25.230    139.330     19.360     32.890    -14.730     44.520
   6414.290      1.482      1.702     24.900    138.440     19.740     31.980    -18.600     40.530
   6428.570      0.155      0.586     25.590    138.510     20.540     28.750    -26.280     31.750
   6442.860      2.676      2.514     26.120    138.010     20.590     29.440    -32.720     26.460
   6457.140     21.412     25.629     27.280    137.870     20.770     32.300    -36.440     24.580
   6471.430      8.256      8.744     27.280    137.030     20.860     35.570    -35.690     28.640
   6485.710      0.812      1.236     27.960    136.880     21.510     33.580    -36.200     29.050
   6500.000      5.868      5.756     28.610    136.530     21.880     36.410    -34.550     31.750
   6514.290      1.664      1.882     29.080    136.020     22.010     36.830    -33.220     36.350
   6528.570      0.083      0.421     29.680    135.690     22.390     37.910    -30.830     40.240
   6542.860      1.797      1.860     30.310    135.380     22.850     39.910    -27.940     45.650
   6557.140      0.074      0.417     30.950    135.150     23.440     38.290    -27.470     44.090
   6571.430      1.862      1.949     31.540    134.760     23.840     39.200    -26.350     45.690
   6585.710     25.297     31.699     31.500    134.320     25.170     39.060    -24.180     44.640
   6600.000     34.869     43.964     31.060    134.420     24.530     42.180    -23.860     44.690
   6614.290     33.941     43.512     31.480    134.130     25.240     42.090    -25.210     42.510
   6628.570      0.180      0.583     34.150    133.560     26.250     41.100    -26.230     45.060
   6642.860      0.334      0.803     34.720    133.260     26.920     41.950    -26.740     43.300
   6657.140      2.355      2.347     35.160    132.860     27.160     42.280    -26.440     45.060
   6671.430      2.245      2.341     35.730    132.520     27.780     43.910    -25.740     46.050
   6685.710     26.051     32.722     35.300    131.950     28.840     41.380    -26.390     40.630
   6700.000      0.341      0.811     37.060    131.810     29.220     41.490    -26.260     42.140
   6714.290     27.768     34.943     36.530    131.270     29.810     42.510    -26.510     40.870
   6728.570      0.991      1.399     38.020    131.050     30.250     39.500    -29.310     40.730
   6742.860      1.183      1.379     38.520    130.650     30.760     42.840    -29.740     41.180
   6757.140      1.023      1.386     39.100    130.290     31.340     42.960    -29.720     41.010
   6771.430     30.964     39.103     38.860    129.810     31.670     38.570    -32.130     31.750
   6785.710     29.220     36.817     39.730    129.370     32.340     36.630    -34.270     29.670
   6800.000     44.037     59.391     38.740    129.560     31.530     42.430    -33.040     32.080
   6814.290     29.839     36.583     40.940    128.500     33.320     39.920    -32.940     31.930
   6828.570     29.986     37.332     41.560    128.080     33.740     38.430    -32.860     30.870
   6842.860     32.805     42.162     41.790    127.810     34.040     38.190    -33.120     29.460
   6857.140     31.072     39.300     42.580    127.190     34.650     38.630    -31.870     29.340
   6871.430     33.904     42.716     42.780    126.910     34.960     37.770    -32.940     30.960
   6885.710     14.304     15.555     43.950    126.310     34.780     39.670    -35.000     30.920
   6900.000     49.181     71.949     43.000    126.550     34.780     40.250    -33.320     30.000
   6914.290     34.782     43.546     44.470    125.500     36.580     38.890    -31.400     33.500
   6928.570     50.404     71.766     43.920    125.820     35.780     39.820    -34.310     25.290
   6942.860     31.767     38.838     45.840    124.410     37.650     37.440    -32.840     27.940
   6957.140     58.188     92.537     45.260    124.700     36.830     42.270    -32.490     28.460
   6971.430     63.227    105.315     45.950    124.010     37.530     40.730    -34.440     27.910
   6985.710      7.148      7.604     48.010    122.830     38.380     38.260    -34.470     29.120
   7000.000      8.514      8.801     48.410    122.420     38.710     39.840    -33.530     30.640
   7014.290      8.616      9.018     48.910    121.910     39.150     36.040    -34.270     26.290
   7028.570      1.650      1.812     49.570    121.420     39.380     34.700    -33.380     23.670
   7042.860      1.450      1.612     50.100    120.920     39.770     35.110    -33.780     23.850
   7057.140     40.855     52.294     49.240    121.050     40.120     34.350    -33.940     19.000
   7071.430      1.617      1.767     51.020    120.040     40.450     33.600    -34.710     18.920
   7085.710      1.635      1.770     51.400    119.570     40.800     35.920    -33.140     17.300
   7100.000      1.613      1.734     51.880    119.140     41.080     35.560    -33.330     18.170
   7114.290      1.903      2.041     52.240    118.770     41.320     36.010    -31.710     17.830
   7128.570     64.149    107.135     51.420    118.750     41.540     34.280    -31.460     11.990
   7142.860     53.842     76.730     51.870    118.500     41.670     35.340    -30.970     14.280
   7157.140     58.980     93.325     52.450    117.900     42.190     35.930    -27.440     16.930
   7171.430      1.492      1.688     54.060    117.140     42.550     33.730    -28.920     16.560
   7185.710      1.786      1.884     54.500    116.710     42.730     34.670    -28.920     14.820
   7200.000      0.063      0.387     55.030    116.380     43.080     34.390    -29.520     19.100
   7214.290     61.862    101.425     54.440    116.190     43.570     33.550    -28.050     14.270
   7228.570      1.695      1.858     55.960    115.550     43.570     36.760    -26.070     17.200
   7242.860      1.653      1.798     56.470    115.200     43.880     35.850    -26.500     18.460
   7257.140      1.720      1.907     56.940    114.840     44.140     38.520    -26.340     20.010
   7271.430     65.220    108.720     56.570    114.580     44.890     36.680    -27.520     15.980
   7285.710     62.504    102.173     56.910    114.180     45.220     34.570    -29.590     14.500
   7300.000      1.619      1.811     58.420    113.730     45.020     37.680    -27.990     18.690
   7314.290      1.567      1.804     58.910    113.370     45.300     37.500    -26.160     20.470
   7328.570      1.692      1.805     59.400    113.050     45.570     37.720    -26.380     18.880
   7342.860     54.203     75.470     59.110    112.600     46.740     36.690    -23.220     21.400
   7357.140      1.734      1.909     60.400    112.380     46.250     37.770    -25.960     20.110
   7371.430      1.689      1.872     60.910    112.040     46.560     36.570    -23.830     20.930
   7385.710      1.776      1.895     61.390    111.720     46.890     34.870    -22.300     21.140
   7400.000      1.748      1.891     61.850    111.350     47.190     34.710    -21.540     22.870
   7414.290      1.868      1.964     62.320    111.020     47.480     37.940    -25.530     20.170
   7428.570      1.894      2.020     62.770    110.650     47.830     35.960    -23.130     20.670
   7442.860      1.774      1.939     63.330    110.360     48.230     37.440    -24.980     21.510
   7457.140      8.401      8.816     63.950    110.050     48.760     36.140    -24.460     21.300
   7471.430      1.708      1.876     64.350    109.770     48.960     38.910    -24.200     20.810
   7485.710      2.071      2.109     64.790    109.380     49.250     37.490    -25.340     20.200
   7500.000      1.868      1.995     65.340    109.080     49.630     38.230    -23.150     23.500
   7514.290      1.845      1.945     65.850    108.760     50.000     37.010    -23.240     23.810
   7528.570      8.541      8.925     66.490    108.380     50.420     35.480    -23.040     24.260
   7542.860      8.053      8.607     66.940    108.000     50.710     36.360    -22.530     25.000
   7557.140      2.053      2.081     67.350    107.710     51.090     36.390    -21.580     23.280
   7571.430      1.878      2.011     67.870    107.320     51.370     36.040    -22.830     25.870
   7585.710      1.914      2.073     68.380    106.980     51.740     36.850    -19.710     25.590
   7600.000      9.415     10.033     68.940    106.570     52.230     38.830    -17.020     26.420
   7614.290      1.809      1.929     69.500    106.340     52.560     37.070    -19.300     24.980
   7628.570     67.948    112.332     69.680    106.480     52.770     35.590    -20.840     22.010
   7642.860     37.560     48.159     71.010    105.430     53.610     34.100    -20.810     23.070
   7657.140      9.636     10.310     70.970    105.290     53.690     36.070    -20.070     23.250
   7671.430     34.569     42.428     72.090    104.940     53.970     33.180    -23.410     25.640
   7685.710     38.371     47.585     72.340    104.530     54.330     33.830    -21.170     23.830
   7700.000      2.427      2.497     72.320    104.330     54.740     33.580    -20.870     21.850
   7714.290     37.414     46.987     73.360    103.900     54.990     31.330    -19.470     23.370
   7728.570      9.988     10.364     73.280    103.730     55.490     29.560    -17.900     19.990
   7742.860      9.528     10.055     73.750    103.400     55.730     27.960    -17.880     22.210
   7757.140      1.784      1.934     74.130    103.200     56.090     30.450    -17.300     21.010
   7771.430      1.722      1.896     74.550    102.870     56.400     31.060    -18.250     21.690
   7785.710     66.308    106.804     75.390    103.250     55.990     33.530    -16.200     20.050
   7800.000      2.010      2.047     75.500    102.380     57.070     31.120    -14.520     22.200
   7814.290      1.892      1.996     75.960    102.150     57.360     33.060    -16.700     20.540
   7828.570      1.898      2.006     76.410    101.870     57.710     32.510    -16.290     22.020
   7842.860      9.951     10.396     77.010    101.540     57.990     29.810    -19.160     17.700
   7857.140      1.869      1.991     77.320    101.300     58.320     31.040    -17.890     19.440
   7871.430      2.353      2.370     77.760    100.990     58.590     30.190    -20.970     18.410
   7885.710      2.038      2.134     78.220    100.750     58.950     30.540    -19.510     16.840
   7900.000      1.897      2.076     78.690    100.480     59.240     29.980    -18.240     18.080
   7914.290     66.080    107.713     80.210    100.760     58.670     31.760    -17.850     18.800
   7928.570      1.912      1.992     79.630     99.980     59.790     31.760    -19.860     15.530
   7942.860     69.959    114.761     81.170    100.200     59.230     33.790    -19.750     16.660
   7957.140      2.028      2.179     80.540     99.380     60.270     32.290    -19.500     17.200
   7971.430      1.835      1.982     81.030     99.100     60.510     33.120    -20.410     17.600
   7985.710      1.905      2.008     81.530     98.830     60.770     33.940    -19.200     18.650
   8000.000      1.808      1.973     82.020     98.570     61.030     33.620    -17.540     19.810
   8014.290      1.835      1.989     82.540     98.320     61.310     33.010    -17.650     20.270
   8028.570      1.852      1.986     83.030     98.090     61.570     34.490    -19.490     18.260
   8042.860      1.763      1.968     83.590     97.880     61.910     33.380    -17.820     20.020
   8057.140      2.695      2.687     84.020     97.530     62.180     31.690    -17.870     20.820
   8071.430      2.773      2.678     84.560     97.320     62.530     34.120    -18.320     20.750
   8085.710      1.654      1.808     85.120     97.110     62.780     36.260    -18.260     24.290
   8100.000      2.091      2.164     85.680     96.860     63.160     35.840    -17.010     22.650
   8114.290     65.991    108.787     87.310     96.990     63.570     35.320    -15.960     25.670
   8128.570      1.948      2.046     86.830     96.440     63.880     34.370    -15.860     24.790
   8142.860      2.045      2.094     87.300     96.170     64.160     33.260    -16.670     23.890
   8157.140      0.282      0.744     87.780     95.860     64.420     34.670    -14.000     25.140
   8171.430     67.070    109.045     89.110     96.150     65.050     34.130    -14.890     24.300
   8185.710      1.723      1.891     88.840     95.460     65.100     35.460    -14.120     26.820
   8200.000      1.913      2.026     89.390     95.210     65.530     34.270    -15.170     28.520
   8214.290      2.014      2.043     89.850     94.980     65.870     34.780    -16.010     25.660
   8228.570      1.835      1.995     90.380     94.710     66.220     34.790    -17.920     27.780
   8242.860     39.811     51.981     91.450     94.770     66.780     33.740    -19.110     26.330
   8257.140      1.983      2.079     91.440     94.240     67.000     34.870    -18.690     26.790
   8271.430      1.729      1.907     91.900     94.000     67.330     36.240    -20.200     28.990
   8285.710      1.760      1.952     92.490     93.750     67.790     36.130    -21.250     31.100
   8300.000     67.587    109.417     93.100     93.700     68.640     35.130    -19.020     31.020
   8314.290      1.858      2.043     93.570     93.230     68.680     35.170    -21.440     33.850
   8328.570      1.911      2.038     94.100     92.960     69.150     36.880    -18.730     35.110
   8342.860     40.350     52.847     94.690     92.900     69.800     35.120    -19.610     33.140
   8357.140      8.997      9.740     95.130     92.380     70.070     37.230    -20.590     36.090
   8371.430     38.252     48.076     95.360     92.450     70.500     37.120    -19.640     35.230
   8385.710     41.022     53.012     96.250     91.990     71.080     36.360    -22.230     34.390
   8400.000     39.530     49.948     96.480     91.720     71.320     38.230    -23.630     33.740
   8414.290     39.313     50.677     96.910     91.330     71.900     36.130    -24.320     32.390
   8428.570     38.512     48.917     97.420     91.150     72.200     37.620    -24.170     32.460
   8442.860     40.033     50.806     98.010     90.720     72.750     36.530    -25.710     34.270
   8457.140      1.904      2.014     98.910     89.980     73.460     33.860    -24.960     32.380
   8471.430     41.439     51.343     98.980     90.100     73.480     35.920    -24.510     32.590
   8485.710     35.680     44.435     99.280     89.590     74.200     33.980    -26.830     31.090
   8500.000      2.068      2.130    100.400     88.870     74.850     33.640    -27.760     34.140
   8514.290      1.986      2.085    100.890     88.510     75.280     35.110    -27.060     31.510
   8528.570      1.959      2.081    101.360     88.100     75.750     35.000    -27.010     32.860
   8542.860     66.829    109.694    101.350     88.140     75.470     37.620    -29.230     31.730
   8557.140     37.825     48.181    101.940     87.770     76.070     37.370    -29.870     31.010
   8571.430     69.029    116.966    102.440     87.380     76.380     35.930    -28.430     29.890
   8585.710      1.825      1.989    103.290     86.600     77.440     35.270    -27.830     28.550
   8600.000     67.189    109.658    103.450     86.500     77.090     35.820    -31.620     28.870
   8614.290      1.956      2.031    104.270     85.790     78.220     31.990    -30.420     27.220
   8628.570      1.848      2.031    104.710     85.390     78.580     32.770    -30.610     25.170
   8642.860      3.841      3.560    105.150     84.950     78.890     32.520    -32.710     24.110
   8657.140      9.606     10.196    105.650     84.580     79.280     30.220    -31.230     25.110
   8671.430     10.847     11.254    106.140     84.090     79.580     28.060    -31.200     25.710
   8685.710      9.432     10.270    106.480     83.680     79.960     28.480    -31.990     25.680
   8700.000     69.177    116.854    106.840     83.590     79.540     30.030    -30.450     23.100
   8714.290     39.656     50.661    107.460     83.040     80.420     28.840    -30.750     25.260
   8728.570      2.241      2.283    107.710     82.340     81.080     30.460    -28.110     25.010
   8742.860     38.155     49.303    108.180     82.230     81.340     30.640    -28.350     25.550
   8757.140     37.729     46.765    108.520     81.800     81.850     32.210    -27.480     24.620
   8771.430      2.046      2.169    108.950     81.110     82.080     34.330    -28.240     24.610
   8785.710     39.668     50.146    109.500     81.100     82.420     31.820    -27.420     23.260
   8800.000     40.519     51.650    110.070     80.760     82.700     34.170    -27.000     21.770
   8814.290     41.250     53.371    110.750     80.410     83.010     30.950    -26.110     22.080
   8828.570     41.023     52.960    111.100     80.080     83.340     30.880    -28.210     21.440
   8842.860     41.996     53.708    111.480     79.660     83.670     32.820    -28.660     20.490
   8857.140     43.923     56.887    112.230     79.310     83.770     31.920    -29.100     20.810
   8871.430     40.183     52.535    112.430     78.970     84.270     31.950    -28.280     20.230
   8885.710     41.997     54.171    112.910     78.610     84.470     31.960    -27.430     20.400
   8900.000     36.986     46.715    112.990     77.990     85.310     30.180    -25.640     17.390
   8914.290     37.697     48.579    113.530     77.620     85.420     30.120    -26.490     20.070
   8928.570     40.505     51.519    114.050     77.290     85.550     31.590    -27.080     21.540
   8942.860     42.960     56.093    114.820     77.170     85.620     30.620    -27.600     18.840
   8957.140     68.152    108.802    115.180     76.510     85.990     30.680    -26.990     18.200
   8971.430     39.700     51.265    115.480     76.260     86.470     31.230    -24.970     21.100
   8985.710     38.040     48.876    115.880     75.840     86.900     32.010    -25.780     20.390
   9000.000     66.819    108.618    116.430     75.350     87.040     32.270    -26.120     19.710
   9014.290     42.599     56.930    117.050     75.220     87.080     32.720    -28.050     19.700
   9028.570     35.523     43.769    117.160     74.570     87.830     29.840    -25.280     20.660
   9042.860      1.983      2.105    117.350     74.050     88.140     31.570    -24.570     19.470
   9057.140     35.031     43.999    118.120     73.870     88.360     29.650    -25.580     19.840
   9071.430      2.207      2.297    118.210     73.420     88.680     29.210    -24.330     21.220
   9085.710      2.378      2.356    118.620     73.090     89.000     27.670    -23.450     20.860
   9100.000      1.498      1.740    119.040     72.740     89.300     27.380    -23.770     18.410
   9114.290      3.382      3.286    119.500     72.370     89.570     28.370    -23.660     20.410
   9128.570      1.295      1.601    119.980     72.080     89.930     29.440    -25.810     18.870
   9142.860     68.220    107.908    120.530     71.410     90.310     30.630    -25.160     21.130
   9157.140     10.089     10.895    120.810     71.300     90.490     32.110    -24.410     22.280
   9171.430     15.095     16.222    121.230     70.950     90.790     30.990    -24.920     20.530
   9185.710      8.700      9.316    121.780     70.550     91.160     30.640    -25.190     19.700
   9200.000      9.022      9.512    122.220     70.220     91.420     31.460    -24.320     18.960
   9214.290      9.558     10.280    122.630     69.880     91.750     29.780    -25.440     18.200
   9228.570      8.798      9.430    123.060     69.500     91.970     29.260    -26.330     17.860
   9242.860      9.441     10.104    123.520     69.130     92.310     30.440    -25.440     18.170
   9257.140     10.261     11.010    123.910     68.770     92.450     31.080    -26.000     15.950
   9271.430      2.061      2.208    124.340     68.470     92.670     30.880    -25.050     17.980
   9285.710      2.002      2.128    124.780     68.090     92.980     31.870    -26.900     18.850
   9300.000      1.968      2.081    125.210     67.760     93.270     33.030    -25.750     19.030
   9314.290      2.282      2.310    125.720     67.410     93.540     31.650    -24.570     21.280
   9328.570      2.132      2.225    126.140     67.060     93.880     32.150    -23.390     20.700
   9342.860      1.550      1.785    126.630     66.700     94.140     32.120    -24.590     22.310
   9357.140      2.232      2.277    127.060     66.340     94.410     31.630    -26.880     21.400
   9371.430      1.863      1.990    127.460     65.980     94.710     29.480    -25.290     19.870
   9385.710     43.746     56.875    127.350     65.310     95.090     30.000    -21.310     20.880
   9400.000      2.074      2.211    128.330     65.240     95.200     30.260    -24.530     21.250
   9414.290      2.082      2.171    128.690     64.910     95.490     29.570    -23.380     20.160
   9428.570      3.112      3.042    129.180     64.520     95.830     27.560    -25.830     21.120
   9442.860      1.970      2.103    129.540     64.140     96.060     27.860    -24.820     20.380
   9457.140      7.493      7.832    129.930     63.760     96.340     26.890    -22.640     21.680
   9471.430     46.991     62.499    129.790     63.170     96.550     27.270    -21.930     20.720
   9485.710      2.049      2.158    130.660     63.050     96.960     25.760    -21.530     20.860
   9500.000      8.167      8.541    131.130     62.780     97.340     25.060    -21.080     20.060
   9514.290      1.900      2.074    131.400     62.430     97.660     27.060    -18.460     22.780
   9528.570      2.147      2.273    131.770     62.180     98.020     27.170    -16.590     25.720
   9542.860      2.251      2.328    132.120     61.900     98.350     26.520    -15.760     21.580
   9557.140      2.089      2.200    132.490     61.650     98.700     25.770    -16.380     22.330
   9571.430      1.984      2.142    132.850     61.430     99.060     25.210    -14.580     22.210
   9585.710      2.064      2.144    133.240     61.220     99.380     26.390    -14.240     21.340
   9600.000      2.364      2.402    133.540     61.020     99.680     27.010    -14.320     22.900
   9614.290      1.945      2.151    133.950     60.880    100.020     26.850    -12.270     22.460
   9628.570     69.488    112.451    134.020     59.890    100.110     28.140    -11.270     23.900
   9642.860      2.014      2.150    134.760     60.560    100.730     29.250    -13.060     22.420
   9657.140      1.955      2.103    135.170     60.360    101.090     29.170    -12.190     22.450
   9671.430      2.239      2.252    135.640     60.170    101.410     31.570    -11.940     23.330
   9685.710      2.420      2.488    136.100     59.970    101.800     32.340    -13.270     24.670
   9700.000      2.009      2.097    136.580     59.790    102.140     30.860    -14.140     22.790
   9714.290      2.039      2.162    136.990     59.590    102.480     31.580    -12.850     22.740
   9728.570      2.025      2.171    137.470     59.440    102.870     29.860    -15.550     24.070
   9742.860      2.019      2.134    137.900     59.240    103.200     30.410    -13.910     24.080
   9757.140      1.972      2.148    138.320     59.000    103.550     31.830    -13.480     24.470
   9771.430      2.077      2.224    138.780     58.770    103.900     32.070    -15.090     24.540
   9785.710     10.076     10.743    139.290     58.470    104.270     33.200    -14.260     24.640
   9800.000      2.443      2.462    139.710     58.280    104.610     32.640    -14.440     25.160
   9814.290     10.355     10.962    140.170     58.050    105.060     33.420    -16.030     23.830
   9828.570      7.242      7.599    140.710     57.830    105.310     34.240    -15.640     26.770
   9842.860     10.183     10.887    141.160     57.550    105.750     35.950    -17.880     26.040
   9857.140      2.194      2.223    141.660     57.320    106.170     34.260    -18.850     25.140
   9871.430     10.917     11.647    142.130     57.050    106.600     32.920    -17.280     26.190
   9885.710      7.562      7.765    142.680     56.840    106.890     33.460    -19.890     26.710
   9900.000      2.061      2.200    143.160     56.540    107.350     32.740    -20.420     28.380
   9914.290      9.981     10.376    143.730     56.220    107.770     34.570    -20.440     30.640
   9928.570     43.200     55.347    144.020     55.870    108.380     32.700    -20.060     30.120
   9942.860     42.753     55.607    144.570     55.660    108.900     35.420    -20.280     30.380
